Datum Zeit; Dresden-Nord CO
15-10-15; n. def.; n. def.; n. def.
14-10-15; n. def.; n. def.; n. def.
13-10-15; n. def.; n. def.; n. def.
12-10-15; n. def.; 21,32; n. def.
11-10-15; n. def.; n. def.; n. def.
10-10-15; n. def.; n. def.; n. def.
09-10-15; n. def.; n. def.; n. def.
08-10-15; n. def.; n. def.; n. def.
07-10-15; n. def.; n. def.; n. def.
06-10-15; n. def.; 18,26; n. def.
05-10-15; n. def.; n. def.; n. def.
04-10-15; n. def.; n. def.; n. def.
03-10-15; n. def.; n. def.; n. def.
02-10-15; n. def.; n. def.; n. def.
01-10-15; n. def.; n. def.; n. def.
30-09-15; n. def.; 15,41; n. def.
29-09-15; n. def.; n. def.; n. def.
28-09-15; n. def.; n. def.; n. def.
27-09-15; n. def.; n. def.; n. def.
26-09-15; n. def.; n. def.; n. def.
25-09-15; n. def.; n. def.; n. def.
24-09-15; n. def.; 3,38; n. def.
23-09-15; n. def.; n. def.; n. def.
22-09-15; n. def.; n. def.; n. def.
21-09-15; n. def.; n. def.; n. def.
20-09-15; n. def.; n. def.; n. def.
19-09-15; n. def.; n. def.; n. def.
18-09-15; n. def.; 6,07; n. def.
17-09-15; n. def.; n. def.; n. def.
16-09-15; n. def.; n. def.; n. def.
15-09-15; n. def.; n. def.; n. def.
14-09-15; n. def.; n. def.; n. def.
13-09-15; n. def.; n. def.; n. def.
12-09-15; n. def.; 11,14; n. def.
11-09-15; n. def.; n. def.; n. def.
10-09-15; n. def.; n. def.; n. def.
09-09-15; n. def.; n. def.; n. def.
08-09-15; n. def.; n. def.; n. def.
07-09-15; n. def.; n. def.; n. def.
06-09-15; n. def.; 0,70; n. def.
05-09-15; n. def.; n. def.; n. def.
04-09-15; n. def.; n. def.; n. def.
03-09-15; n. def.; n. def.; n. def.
02-09-15; n. def.; n. def.; n. def.
01-09-15; n. def.; n. def.; n. def.
31-08-15; n. def.; 9,56; n. def.
30-08-15; n. def.; n. def.; n. def.
29-08-15; n. def.; n. def.; n. def.
28-08-15; n. def.; n. def.; n. def.
27-08-15; n. def.; n. def.; n. def.
26-08-15; n. def.; n. def.; n. def.
25-08-15; n. def.; 2,25; n. def.
24-08-15; n. def.; n. def.; n. def.
23-08-15; n. def.; n. def.; n. def.
22-08-15; n. def.; n. def.; n. def.
21-08-15; n. def.; n. def.; n. def.
20-08-15; n. def.; n. def.; n. def.
19-08-15; n. def.; 2,81; n. def.
18-08-15; n. def.; n. def.; n. def.
17-08-15; n. def.; n. def.; n. def.
16-08-15; n. def.; n. def.; n. def.
15-08-15; n. def.; n. def.; n. def.
14-08-15; n. def.; n. def.; n. def.
13-08-15; n. def.; 11,22; n. def.
12-08-15; n. def.; n. def.; n. def.
11-08-15; n. def.; n. def.; n. def.
10-08-15; n. def.; n. def.; n. def.
09-08-15; n. def.; n. def.; n. def.
08-08-15; n. def.; n. def.; n. def.
07-08-15; n. def.; 5,43; n. def.
06-08-15; n. def.; n. def.; n. def.
05-08-15; n. def.; n. def.; n. def.
04-08-15; n. def.; n. def.; n. def.
03-08-15; n. def.; n. def.; n. def.
02-08-15; n. def.; n. def.; n. def.
01-08-15; n. def.; 9,75; n. def.
31-07-15; n. def.; n. def.; n. def.
30-07-15; n. def.; n. def.; n. def.
29-07-15; n. def.; n. def.; n. def.
28-07-15; n. def.; n. def.; n. def.
27-07-15; n. def.; n. def.; n. def.
26-07-15; n. def.; 0,70; n. def.
25-07-15; n. def.; n. def.; n. def.
24-07-15; n. def.; n. def.; n. def.
23-07-15; n. def.; n. def.; n. def.
22-07-15; n. def.; n. def.; n. def.
21-07-15; n. def.; n. def.; n. def.
20-07-15; n. def.; 3,06; n. def.
19-07-15; n. def.; n. def.; n. def.
18-07-15; n. def.; n. def.; n. def.
17-07-15; n. def.; n. def.; n. def.
16-07-15; n. def.; n. def.; n. def.
15-07-15; n. def.; n. def.; n. def.
14-07-15; n. def.; 0,70; n. def.
13-07-15; n. def.; n. def.; n. def.
12-07-15; n. def.; n. def.; n. def.
11-07-15; n. def.; n. def.; n. def.
10-07-15; n. def.; n. def.; n. def.
09-07-15; n. def.; n. def.; n. def.
08-07-15; n. def.; 2,39; n. def.
07-07-15; n. def.; n. def.; n. def.
06-07-15; n. def.; n. def.; n. def.
05-07-15; n. def.; n. def.; n. def.
04-07-15; n. def.; n. def.; n. def.
03-07-15; n. def.; n. def.; n. def.
02-07-15; n. def.; 10,63; n. def.
01-07-15; n. def.; n. def.; n. def.
30-06-15; n. def.; n. def.; n. def.
29-06-15; n. def.; n. def.; n. def.
28-06-15; n. def.; n. def.; n. def.
27-06-15; n. def.; n. def.; n. def.
26-06-15; n. def.; 8,56; n. def.
25-06-15; n. def.; n. def.; n. def.
24-06-15; n. def.; n. def.; n. def.
23-06-15; n. def.; n. def.; n. def.
22-06-15; n. def.; n. def.; n. def.
21-06-15; n. def.; n. def.; n. def.
20-06-15; n. def.; 1,61; n. def.
19-06-15; n. def.; n. def.; n. def.
18-06-15; n. def.; n. def.; n. def.
17-06-15; n. def.; n. def.; n. def.
16-06-15; n. def.; n. def.; n. def.
15-06-15; n. def.; n. def.; n. def.
14-06-15; n. def.; 3,85; n. def.
13-06-15; n. def.; n. def.; n. def.
12-06-15; n. def.; n. def.; n. def.
11-06-15; n. def.; n. def.; n. def.
10-06-15; n. def.; n. def.; n. def.
09-06-15; n. def.; n. def.; n. def.
08-06-15; n. def.; 6,18; n. def.
07-06-15; n. def.; n. def.; n. def.
06-06-15; n. def.; n. def.; n. def.
05-06-15; n. def.; n. def.; n. def.
04-06-15; n. def.; n. def.; n. def.
03-06-15; n. def.; n. def.; n. def.
02-06-15; n. def.; 1,96; n. def.
01-06-15; n. def.; n. def.; n. def.
31-05-15; n. def.; n. def.; n. def.
30-05-15; n. def.; n. def.; n. def.
29-05-15; n. def.; n. def.; n. def.
28-05-15; n. def.; n. def.; n. def.
27-05-15; n. def.; 2,98; n. def.
26-05-15; n. def.; n. def.; n. def.
25-05-15; n. def.; n. def.; n. def.
24-05-15; n. def.; n. def.; n. def.
23-05-15; n. def.; n. def.; n. def.
22-05-15; n. def.; n. def.; n. def.
21-05-15; n. def.; 6,75; n. def.
20-05-15; n. def.; n. def.; n. def.
19-05-15; n. def.; n. def.; n. def.
18-05-15; n. def.; n. def.; n. def.
17-05-15; n. def.; n. def.; n. def.
16-05-15; n. def.; n. def.; n. def.
15-05-15; n. def.; 6,79; n. def.
14-05-15; n. def.; n. def.; n. def.
13-05-15; n. def.; n. def.; n. def.
12-05-15; n. def.; n. def.; n. def.
11-05-15; n. def.; n. def.; n. def.
10-05-15; n. def.; n. def.; n. def.
09-05-15; n. def.; 5,01; n. def.
08-05-15; n. def.; n. def.; n. def.
07-05-15; n. def.; n. def.; n. def.
06-05-15; n. def.; n. def.; n. def.
05-05-15; n. def.; n. def.; n. def.
04-05-15; n. def.; n. def.; n. def.
03-05-15; n. def.; 5,46; n. def.
02-05-15; n. def.; n. def.; n. def.
01-05-15; n. def.; n. def.; n. def.
30-04-15; n. def.; n. def.; n. def.
29-04-15; n. def.; n. def.; n. def.
28-04-15; n. def.; n. def.; n. def.
27-04-15; n. def.; 4,65; n. def.
26-04-15; n. def.; n. def.; n. def.
25-04-15; n. def.; n. def.; n. def.
24-04-15; n. def.; n. def.; n. def.
23-04-15; n. def.; n. def.; n. def.
22-04-15; n. def.; n. def.; n. def.
21-04-15; n. def.; 4,10; n. def.
20-04-15; n. def.; n. def.; n. def.
19-04-15; n. def.; n. def.; n. def.
18-04-15; n. def.; n. def.; n. def.
17-04-15; n. def.; n. def.; n. def.
16-04-15; n. def.; n. def.; n. def.
15-04-15; n. def.; 8,12; n. def.
14-04-15; n. def.; n. def.; n. def.
13-04-15; n. def.; n. def.; n. def.
12-04-15; n. def.; n. def.; n. def.
11-04-15; n. def.; n. def.; n. def.
10-04-15; n. def.; n. def.; n. def.
09-04-15; n. def.; 7,42; n. def.
08-04-15; n. def.; n. def.; n. def.
07-04-15; n. def.; n. def.; n. def.
06-04-15; n. def.; n. def.; n. def.
05-04-15; n. def.; n. def.; n. def.
04-04-15; n. def.; n. def.; n. def.
03-04-15; n. def.; 4,80; n. def.
02-04-15; n. def.; n. def.; n. def.
01-04-15; n. def.; n. def.; n. def.
31-03-15; n. def.; n. def.; n. def.
30-03-15; n. def.; n. def.; n. def.
29-03-15; n. def.; n. def.; n. def.
28-03-15; n. def.; 3,00; n. def.
27-03-15; n. def.; n. def.; n. def.
26-03-15; n. def.; n. def.; n. def.
25-03-15; n. def.; n. def.; n. def.
24-03-15; n. def.; n. def.; n. def.
23-03-15; n. def.; n. def.; n. def.
22-03-15; n. def.; 3,42; n. def.
21-03-15; n. def.; n. def.; n. def.
20-03-15; n. def.; n. def.; n. def.
19-03-15; n. def.; n. def.; n. def.
18-03-15; n. def.; n. def.; n. def.
17-03-15; n. def.; n. def.; n. def.
16-03-15; n. def.; 6,88; n. def.
15-03-15; n. def.; n. def.; n. def.
14-03-15; n. def.; n. def.; n. def.
13-03-15; n. def.; n. def.; n. def.
12-03-15; n. def.; n. def.; n. def.
11-03-15; n. def.; n. def.; n. def.
10-03-15; n. def.; 9,66; n. def.
09-03-15; n. def.; n. def.; n. def.
08-03-15; n. def.; n. def.; n. def.
07-03-15; n. def.; n. def.; n. def.
06-03-15; n. def.; n. def.; n. def.
05-03-15; n. def.; n. def.; n. def.
04-03-15; n. def.; 5,25; n. def.
03-03-15; n. def.; n. def.; n. def.
02-03-15; n. def.; n. def.; n. def.
01-03-15; n. def.; n. def.; n. def.
28-02-15; n. def.; n. def.; n. def.
27-02-15; n. def.; n. def.; n. def.
26-02-15; n. def.; 8,64; n. def.
25-02-15; n. def.; n. def.; n. def.
24-02-15; n. def.; n. def.; n. def.
23-02-15; n. def.; n. def.; n. def.
22-02-15; n. def.; n. def.; n. def.
21-02-15; n. def.; n. def.; n. def.
20-02-15; n. def.; 8,59; n. def.
19-02-15; n. def.; n. def.; n. def.
18-02-15; n. def.; n. def.; n. def.
17-02-15; n. def.; n. def.; n. def.
16-02-15; n. def.; n. def.; n. def.
15-02-15; n. def.; n. def.; n. def.
14-02-15; n. def.; 7,03; n. def.
13-02-15; n. def.; n. def.; n. def.
12-02-15; n. def.; n. def.; n. def.
11-02-15; n. def.; n. def.; n. def.
10-02-15; n. def.; n. def.; n. def.
09-02-15; n. def.; n. def.; n. def.
08-02-15; n. def.; 1,63; n. def.
07-02-15; n. def.; n. def.; n. def.
06-02-15; n. def.; n. def.; n. def.
05-02-15; n. def.; n. def.; n. def.
04-02-15; n. def.; n. def.; n. def.
03-02-15; n. def.; n. def.; n. def.
02-02-15; n. def.; 5,39; n. def.
01-02-15; n. def.; n. def.; n. def.
31-01-15; n. def.; n. def.; n. def.
30-01-15; n. def.; n. def.; n. def.
29-01-15; n. def.; n. def.; n. def.
28-01-15; n. def.; n. def.; n. def.
27-01-15; n. def.; 2,18; n. def.
26-01-15; n. def.; n. def.; n. def.
25-01-15; n. def.; n. def.; n. def.
24-01-15; n. def.; n. def.; n. def.
23-01-15; n. def.; n. def.; n. def.
22-01-15; n. def.; n. def.; n. def.
21-01-15; n. def.; 5,06; n. def.
20-01-15; n. def.; n. def.; n. def.
19-01-15; n. def.; n. def.; n. def.
18-01-15; n. def.; n. def.; n. def.
17-01-15; n. def.; n. def.; n. def.
16-01-15; n. def.; n. def.; n. def.
15-01-15; n. def.; 4,29; n. def.
14-01-15; n. def.; n. def.; n. def.
13-01-15; n. def.; n. def.; n. def.
12-01-15; n. def.; n. def.; n. def.
11-01-15; n. def.; n. def.; n. def.
10-01-15; n. def.; n. def.; n. def.
09-01-15; n. def.; 2,67; n. def.
08-01-15; n. def.; n. def.; n. def.
07-01-15; n. def.; n. def.; n. def.
06-01-15; n. def.; n. def.; n. def.
05-01-15; n. def.; n. def.; n. def.
04-01-15; n. def.; n. def.; n. def.
03-01-15; n. def.; 3,49; n. def.
02-01-15; n. def.; n. def.; n. def.
01-01-15; n. def.; n. def.; n. def.

Datum Zeit; Dresden-Bergstraße NO; Dresden-Bergstraße NO2; Dresden-Bergstraße O3; Dresden-Bergstraße PM10
; µg/m³; µg/m³; µg/m³; µg/m³
30-12-15; 39; 30; n. def.; 24
29-12-15; 58; 38; n. def.; 25
28-12-15; 116; 62; n. def.; 62
27-12-15; 63; 45; n. def.; 27
26-12-15; 33; 27; n. def.; 9
25-12-15; 49; 39; n. def.; 13
24-12-15; 37; 33; n. def.; 14
23-12-15; 68; 44; n. def.; 13
22-12-15; n. def.; n. def.; n. def.; 12
21-12-15; 80; 43; n. def.; 15
20-12-15; 23; 27; n. def.; 16
19-12-15; 117; 57; n. def.; 25
18-12-15; 121; 54; n. def.; 23
17-12-15; 126; 57; n. def.; 27
16-12-15; 101; 46; n. def.; 45
15-12-15; 178; 66; n. def.; 57
14-12-15; 98; 54; n. def.; 21
13-12-15; 26; 24; n. def.; 8
12-12-15; 96; 49; n. def.; 18
11-12-15; 97; 52; n. def.; 20
10-12-15; 137; 58; n. def.; 33
09-12-15; 102; 51; n. def.; 22
08-12-15; 77; 43; n. def.; 29
07-12-15; 119; 51; n. def.; 28
06-12-15; 50; 37; n. def.; 13
05-12-15; 114; 59; n. def.; 26
04-12-15; 89; 51; n. def.; 25
03-12-15; 194; 82; n. def.; 39
02-12-15; 79; 47; n. def.; 21
01-12-15; 53; 37; n. def.; 14
30-11-15; 68; 40; n. def.; 13
29-11-15; 33; 22; n. def.; 6
28-11-15; 63; 41; n. def.; 18
27-11-15; 187; 76; n. def.; 39
26-11-15; 98; 52; n. def.; 26
25-11-15; 151; 63; n. def.; 40
24-11-15; 135; 62; n. def.; 28
23-11-15; 80; 45; n. def.; 15
22-11-15; 38; 32; n. def.; 12
21-11-15; 59; 39; n. def.; 14
20-11-15; 89; 49; n. def.; 14
19-11-15; 61; 36; n. def.; 12
18-11-15; 24; 20; n. def.; 12
17-11-15; 90; 42; n. def.; 14
16-11-15; 78; 40; n. def.; 18
15-11-15; 25; 17; n. def.; 5
14-11-15; 48; 31; n. def.; 13
13-11-15; 106; 52; n. def.; 24
12-11-15; 91; 49; n. def.; 22
11-11-15; 102; 46; n. def.; 20
10-11-15; 43; 30; n. def.; 16
09-11-15; 59; 36; n. def.; 17
08-11-15; 73; 41; n. def.; 19
07-11-15; 116; 52; n. def.; 22
06-11-15; 164; 68; n. def.; 77
05-11-15; 240; 88; n. def.; 68
04-11-15; 145; 78; n. def.; 86
03-11-15; 84; 62; n. def.; 62
02-11-15; 80; 54; n. def.; 35
01-11-15; 32; 32; n. def.; 27
31-10-15; 27; 27; n. def.; 33
30-10-15; 139; 55; n. def.; 72
29-10-15; 155; 60; n. def.; 57
28-10-15; 78; 47; n. def.; 43
27-10-15; 59; 38; n. def.; 35
26-10-15; 123; 55; n. def.; 33
25-10-15; 65; 39; n. def.; 36
24-10-15; 70; 44; n. def.; 31
23-10-15; 90; 52; n. def.; 27
22-10-15; 116; 54; n. def.; 30
21-10-15; 100; 50; n. def.; 44
20-10-15; 113; 41; n. def.; 32
19-10-15; 159; 49; n. def.; 46
18-10-15; 91; 41; n. def.; 29
17-10-15; 139; 48; n. def.; 23
16-10-15; 143; 46; n. def.; 23
15-10-15; 198; 62; n. def.; 31
14-10-15; 143; 52; n. def.; 32
13-10-15; 86; 44; n. def.; 43
12-10-15; 117; 56; n. def.; 40
11-10-15; 47; 37; n. def.; 28
10-10-15; 73; 47; n. def.; 38
09-10-15; 142; 58; n. def.; 46
08-10-15; 95; 43; n. def.; 25
07-10-15; 91; 46; n. def.; 30
06-10-15; 65; 48; n. def.; 40
05-10-15; 152; 76; n. def.; 46
04-10-15; 52; 50; n. def.; 31
03-10-15; 41; 42; n. def.; 28
02-10-15; 125; 66; n. def.; 29
01-10-15; 170; 71; n. def.; 30
30-09-15; 159; 68; n. def.; 31
29-09-15; 133; 62; n. def.; 24
28-09-15; 145; 66; n. def.; 24
27-09-15; 46; 39; n. def.; 18
26-09-15; 54; 46; n. def.; 23
25-09-15; 98; 51; n. def.; 25
24-09-15; 141; 63; n. def.; 24
23-09-15; 146; 67; n. def.; 20
22-09-15; 85; 54; n. def.; 20
21-09-15; 109; 60; n. def.; 27
20-09-15; 31; 27; n. def.; 12
19-09-15; 62; 45; n. def.; 15
18-09-15; 110; 64; n. def.; 18
17-09-15; 76; 50; n. def.; 19
16-09-15; 77; 55; n. def.; 20
