Datum Zeit; Dresden-Nord CO
28-01-13; n. def.
27-01-13; n. def.
26-01-13; n. def.
25-01-13; n. def.
24-01-13; n. def.
23-01-13; n. def.
22-01-13; n. def.
21-01-13; n. def.
20-01-13; n. def.
19-01-13; n. def.
18-01-13; n. def.
17-01-13; n. def.
16-01-13; n. def.
15-01-13; n. def.
14-01-13; n. def.
13-01-13; n. def.
12-01-13; n. def.
11-01-13; n. def.
10-01-13; n. def.
09-01-13; n. def.
08-01-13; n. def.
07-01-13; n. def.
06-01-13; n. def.
05-01-13; n. def.
04-01-13; n. def.
03-01-13; n. def.
02-01-13; n. def.
01-01-13; n. def.

Datum Zeit; Dresden-Bergstraße PM10_Pb; Dresden-Nord PM10_Pb; Dresden-Winckelmannstr. PM10_Pb
; ng/m3; ng/m3; ng/m3
30-12-13; n. def.; n. def.; n. def.
29-12-13; n. def.; n. def.; n. def.
28-12-13; n. def.; n. def.; n. def.
27-12-13; n. def.; 4,16; n. def.
26-12-13; n. def.; n. def.; n. def.
25-12-13; n. def.; n. def.; n. def.
24-12-13; n. def.; n. def.; n. def.
23-12-13; n. def.; n. def.; n. def.
22-12-13; n. def.; n. def.; n. def.
21-12-13; n. def.; 6,52; n. def.
20-12-13; n. def.; n. def.; n. def.
19-12-13; n. def.; n. def.; n. def.
18-12-13; n. def.; n. def.; n. def.
17-12-13; n. def.; n. def.; n. def.
16-12-13; n. def.; n. def.; n. def.
15-12-13; n. def.; 8,77; n. def.
14-12-13; n. def.; n. def.; n. def.
13-12-13; n. def.; n. def.; n. def.
12-12-13; n. def.; n. def.; n. def.
11-12-13; n. def.; n. def.; n. def.
10-12-13; n. def.; n. def.; n. def.
09-12-13; n. def.; 7,25; n. def.
08-12-13; n. def.; n. def.; n. def.
07-12-13; n. def.; n. def.; n. def.
06-12-13; n. def.; n. def.; n. def.
05-12-13; n. def.; n. def.; n. def.
04-12-13; n. def.; n. def.; n. def.
03-12-13; n. def.; 24,59; n. def.
02-12-13; n. def.; n. def.; n. def.
01-12-13; n. def.; n. def.; n. def.
30-11-13; n. def.; n. def.; n. def.
29-11-13; n. def.; n. def.; n. def.
28-11-13; n. def.; n. def.; n. def.
27-11-13; n. def.; 17,12; n. def.
26-11-13; n. def.; n. def.; n. def.
25-11-13; n. def.; n. def.; n. def.
24-11-13; n. def.; n. def.; n. def.
23-11-13; n. def.; n. def.; n. def.
22-11-13; n. def.; n. def.; n. def.
21-11-13; n. def.; 9,49; n. def.
20-11-13; n. def.; n. def.; n. def.
19-11-13; n. def.; n. def.; n. def.
18-11-13; n. def.; n. def.; n. def.
17-11-13; n. def.; n. def.; n. def.
16-11-13; n. def.; n. def.; n. def.
15-11-13; n. def.; 20,75; n. def.
14-11-13; n. def.; n. def.; n. def.
13-11-13; n. def.; n. def.; n. def.
12-11-13; n. def.; n. def.; n. def.
11-11-13; n. def.; n. def.; n. def.
10-11-13; n. def.; n. def.; n. def.
09-11-13; n. def.; 4,43; n. def.
08-11-13; n. def.; n. def.; n. def.
07-11-13; n. def.; n. def.; n. def.
06-11-13; n. def.; n. def.; n. def.
05-11-13; n. def.; n. def.; n. def.
04-11-13; n. def.; n. def.; n. def.
03-11-13; n. def.; 1,91; n. def.
02-11-13; n. def.; n. def.; n. def.
01-11-13; n. def.; n. def.; n. def.
31-10-13; n. def.; n. def.; n. def.
30-10-13; n. def.; n. def.; n. def.
29-10-13; n. def.; n. def.; n. def.
28-10-13; n. def.; 2,28; n. def.
27-10-13; n. def.; n. def.; n. def.
26-10-13; n. def.; n. def.; n. def.
25-10-13; n. def.; n. def.; n. def.
24-10-13; n. def.; n. def.; n. def.
23-10-13; n. def.; n. def.; n. def.
22-10-13; n. def.; 6,41; n. def.
21-10-13; n. def.; n. def.; n. def.
20-10-13; n. def.; n. def.; n. def.
19-10-13; n. def.; n. def.; n. def.
18-10-13; n. def.; n. def.; n. def.
17-10-13; n. def.; n. def.; n. def.
16-10-13; n. def.; 8,63; n. def.
15-10-13; n. def.; n. def.; n. def.
14-10-13; n. def.; n. def.; n. def.
13-10-13; n. def.; n. def.; n. def.
12-10-13; n. def.; n. def.; n. def.
11-10-13; n. def.; n. def.; n. def.
10-10-13; n. def.; 4,54; n. def.
09-10-13; n. def.; n. def.; n. def.
08-10-13; n. def.; n. def.; n. def.
07-10-13; n. def.; n. def.; n. def.
06-10-13; n. def.; n. def.; n. def.
05-10-13; n. def.; n. def.; n. def.
04-10-13; n. def.; 5,92; n. def.
03-10-13; n. def.; n. def.; n. def.
02-10-13; n. def.; n. def.; n. def.
01-10-13; n. def.; n. def.; n. def.
30-09-13; n. def.; n. def.; n. def.
29-09-13; n. def.; n. def.; n. def.
28-09-13; n. def.; 8,13; n. def.
27-09-13; n. def.; n. def.; n. def.
26-09-13; n. def.; n. def.; n. def.
25-09-13; n. def.; n. def.; n. def.
24-09-13; n. def.; n. def.; n. def.
23-09-13; n. def.; n. def.; n. def.
22-09-13; n. def.; 9,09; n. def.
21-09-13; n. def.; n. def.; n. def.
20-09-13; n. def.; n. def.; n. def.
19-09-13; n. def.; n. def.; n. def.
18-09-13; n. def.; n. def.; n. def.
17-09-13; n. def.; n. def.; n. def.
16-09-13; n. def.; 3,99; n. def.
15-09-13; n. def.; n. def.; n. def.
14-09-13; n. def.; n. def.; n. def.
13-09-13; n. def.; n. def.; n. def.
12-09-13; n. def.; n. def.; n. def.
11-09-13; n. def.; n. def.; n. def.
10-09-13; n. def.; 3,82; n. def.
09-09-13; n. def.; n. def.; n. def.
08-09-13; n. def.; n. def.; n. def.
07-09-13; n. def.; n. def.; n. def.
06-09-13; n. def.; n. def.; n. def.
05-09-13; n. def.; n. def.; n. def.
04-09-13; n. def.; 3,90; n. def.
03-09-13; n. def.; n. def.; n. def.
02-09-13; n. def.; n. def.; n. def.
01-09-13; n. def.; n. def.; n. def.
31-08-13; n. def.; n. def.; n. def.
30-08-13; n. def.; n. def.; n. def.
29-08-13; n. def.; 8,39; n. def.
28-08-13; n. def.; n. def.; n. def.
27-08-13; n. def.; n. def.; n. def.
26-08-13; n. def.; n. def.; n. def.
25-08-13; n. def.; n. def.; n. def.
24-08-13; n. def.; n. def.; n. def.
23-08-13; n. def.; 15,76; n. def.
22-08-13; n. def.; n. def.; n. def.
21-08-13; n. def.; n. def.; n. def.
20-08-13; n. def.; n. def.; n. def.
19-08-13; n. def.; n. def.; n. def.
18-08-13; n. def.; n. def.; n. def.
17-08-13; n. def.; 8,00; n. def.
16-08-13; n. def.; n. def.; n. def.
15-08-13; n. def.; n. def.; n. def.
14-08-13; n. def.; n. def.; n. def.
13-08-13; n. def.; n. def.; n. def.
12-08-13; n. def.; n. def.; n. def.
11-08-13; n. def.; 6,50; n. def.
10-08-13; n. def.; n. def.; n. def.
09-08-13; n. def.; n. def.; n. def.
08-08-13; n. def.; n. def.; n. def.
07-08-13; n. def.; n. def.; n. def.
06-08-13; n. def.; n. def.; n. def.
05-08-13; n. def.; 4,39; n. def.
04-08-13; n. def.; n. def.; n. def.
03-08-13; n. def.; n. def.; n. def.
02-08-13; n. def.; n. def.; n. def.
01-08-13; n. def.; n. def.; n. def.
31-07-13; n. def.; n. def.; n. def.
30-07-13; n. def.; 3,32; n. def.
29-07-13; n. def.; n. def.; n. def.
28-07-13; n. def.; n. def.; n. def.
27-07-13; n. def.; n. def.; n. def.
26-07-13; n. def.; n. def.; n. def.
25-07-13; n. def.; n. def.; n. def.
24-07-13; n. def.; 8,16; n. def.
23-07-13; n. def.; n. def.; n. def.
22-07-13; n. def.; n. def.; n. def.
21-07-13; n. def.; n. def.; n. def.
20-07-13; n. def.; n. def.; n. def.
19-07-13; n. def.; n. def.; n. def.
18-07-13; n. def.; 9,10; n. def.
17-07-13; n. def.; n. def.; n. def.
16-07-13; n. def.; n. def.; n. def.
15-07-13; n. def.; n. def.; n. def.
14-07-13; n. def.; n. def.; n. def.
13-07-13; n. def.; n. def.; n. def.
12-07-13; n. def.; 4,24; n. def.
11-07-13; n. def.; n. def.; n. def.
10-07-13; n. def.; n. def.; n. def.
09-07-13; n. def.; n. def.; n. def.
08-07-13; n. def.; n. def.; n. def.
07-07-13; n. def.; n. def.; n. def.
06-07-13; n. def.; 13,38; n. def.
05-07-13; n. def.; n. def.; n. def.
04-07-13; n. def.; n. def.; n. def.
03-07-13; n. def.; n. def.; n. def.
02-07-13; n. def.; n. def.; n. def.
01-07-13; n. def.; n. def.; n. def.
30-06-13; n. def.; 1,89; n. def.
29-06-13; n. def.; n. def.; n. def.
28-06-13; n. def.; n. def.; n. def.
27-06-13; n. def.; n. def.; n. def.
26-06-13; n. def.; n. def.; n. def.
25-06-13; n. def.; n. def.; n. def.
24-06-13; n. def.; 2,66; n. def.
23-06-13; n. def.; n. def.; n. def.
22-06-13; n. def.; n. def.; n. def.
21-06-13; n. def.; n. def.; n. def.
20-06-13; n. def.; n. def.; n. def.
19-06-13; n. def.; n. def.; n. def.
18-06-13; n. def.; 11,99; n. def.
17-06-13; n. def.; n. def.; n. def.
16-06-13; n. def.; n. def.; n. def.
15-06-13; n. def.; n. def.; n. def.
14-06-13; n. def.; n. def.; n. def.
13-06-13; n. def.; n. def.; n. def.
12-06-13; n. def.; 2,55; n. def.
11-06-13; n. def.; n. def.; n. def.
10-06-13; n. def.; n. def.; n. def.
09-06-13; n. def.; n. def.; n. def.
08-06-13; n. def.; n. def.; n. def.
07-06-13; n. def.; n. def.; n. def.
06-06-13; n. def.; 14,72; n. def.
05-06-13; n. def.; n. def.; n. def.
04-06-13; n. def.; n. def.; n. def.
03-06-13; n. def.; n. def.; n. def.
02-06-13; n. def.; n. def.; n. def.
01-06-13; n. def.; n. def.; n. def.
31-05-13; n. def.; 12,70; n. def.
30-05-13; n. def.; n. def.; n. def.
29-05-13; n. def.; n. def.; n. def.
28-05-13; n. def.; n. def.; n. def.
27-05-13; n. def.; n. def.; n. def.
26-05-13; n. def.; n. def.; n. def.
25-05-13; n. def.; 3,00; n. def.
24-05-13; n. def.; n. def.; n. def.
23-05-13; n. def.; n. def.; n. def.
22-05-13; n. def.; n. def.; n. def.
21-05-13; n. def.; n. def.; n. def.
20-05-13; n. def.; n. def.; n. def.
19-05-13; n. def.; 11,87; n. def.
18-05-13; n. def.; n. def.; n. def.
17-05-13; n. def.; n. def.; n. def.
16-05-13; n. def.; n. def.; n. def.
15-05-13; n. def.; n. def.; n. def.
14-05-13; n. def.; n. def.; n. def.
13-05-13; n. def.; 4,08; n. def.
12-05-13; n. def.; n. def.; n. def.
11-05-13; n. def.; n. def.; n. def.
10-05-13; n. def.; n. def.; n. def.
09-05-13; n. def.; n. def.; n. def.
08-05-13; n. def.; n. def.; n. def.
07-05-13; n. def.; 12,41; n. def.
06-05-13; n. def.; n. def.; n. def.
05-05-13; n. def.; n. def.; n. def.
04-05-13; n. def.; n. def.; n. def.
03-05-13; n. def.; n. def.; n. def.
02-05-13; n. def.; n. def.; n. def.
01-05-13; n. def.; 15,47; n. def.
30-04-13; n. def.; n. def.; n. def.
29-04-13; n. def.; n. def.; n. def.
28-04-13; n. def.; n. def.; n. def.
27-04-13; n. def.; n. def.; n. def.
26-04-13; n. def.; n. def.; n. def.
25-04-13; n. def.; 9,69; n. def.
24-04-13; n. def.; n. def.; n. def.
23-04-13; n. def.; n. def.; n. def.
22-04-13; n. def.; n. def.; n. def.
21-04-13; n. def.; n. def.; n. def.
20-04-13; n. def.; n. def.; n. def.
19-04-13; n. def.; 6,66; n. def.
18-04-13; n. def.; n. def.; n. def.
17-04-13; n. def.; n. def.; n. def.
16-04-13; n. def.; n. def.; n. def.
15-04-13; n. def.; n. def.; n. def.
14-04-13; n. def.; n. def.; n. def.
13-04-13; n. def.; 4,90; n. def.
12-04-13; n. def.; n. def.; n. def.
11-04-13; n. def.; n. def.; n. def.
10-04-13; n. def.; n. def.; n. def.
09-04-13; n. def.; n. def.; n. def.
08-04-13; n. def.; n. def.; n. def.
07-04-13; n. def.; 6,05; n. def.
06-04-13; n. def.; n. def.; n. def.
05-04-13; n. def.; n. def.; n. def.
04-04-13; n. def.; n. def.; n. def.
03-04-13; n. def.; n. def.; n. def.
02-04-13; n. def.; n. def.; n. def.
01-04-13; n. def.; 6,61; n. def.
31-03-13; n. def.; n. def.; n. def.
30-03-13; n. def.; n. def.; n. def.
29-03-13; n. def.; n. def.; n. def.
28-03-13; n. def.; n. def.; n. def.
27-03-13; n. def.; n. def.; n. def.
26-03-13; n. def.; 22,91; n. def.
25-03-13; n. def.; n. def.; n. def.
24-03-13; n. def.; n. def.; n. def.
23-03-13; n. def.; n. def.; n. def.
22-03-13; n. def.; n. def.; n. def.
21-03-13; n. def.; n. def.; n. def.
20-03-13; n. def.; 14,07; n. def.
19-03-13; n. def.; n. def.; n. def.
18-03-13; n. def.; n. def.; n. def.
17-03-13; n. def.; n. def.; n. def.
16-03-13; n. def.; n. def.; n. def.
15-03-13; n. def.; n. def.; n. def.
14-03-13; n. def.; 14,11; n. def.
13-03-13; n. def.; n. def.; n. def.
12-03-13; n. def.; n. def.; n. def.
11-03-13; n. def.; n. def.; n. def.
10-03-13; n. def.; n. def.; n. def.
09-03-13; n. def.; n. def.; n. def.
08-03-13; n. def.; 15,70; n. def.
07-03-13; n. def.; n. def.; n. def.
06-03-13; n. def.; n. def.; n. def.
05-03-13; n. def.; n. def.; n. def.
04-03-13; n. def.; n. def.; n. def.
03-03-13; n. def.; n. def.; n. def.
02-03-13; n. def.; 9,68; n. def.
01-03-13; n. def.; n. def.; n. def.
28-02-13; n. def.; n. def.; n. def.
27-02-13; n. def.; n. def.; n. def.
26-02-13; n. def.; n. def.; n. def.
25-02-13; n. def.; n. def.; n. def.
24-02-13; n. def.; 36,32; n. def.
23-02-13; n. def.; n. def.; n. def.
22-02-13; n. def.; n. def.; n. def.
21-02-13; n. def.; n. def.; n. def.
20-02-13; n. def.; n. def.; n. def.
19-02-13; n. def.; n. def.; n. def.
18-02-13; n. def.; 31,18; n. def.
17-02-13; n. def.; n. def.; n. def.
16-02-13; n. def.; n. def.; n. def.
15-02-13; n. def.; n. def.; n. def.
14-02-13; n. def.; n. def.; n. def.
13-02-13; n. def.; n. def.; n. def.
12-02-13; n. def.; 68,23; n. def.
11-02-13; n. def.; n. def.; n. def.
10-02-13; n. def.; n. def.; n. def.
09-02-13; n. def.; n. def.; n. def.
08-02-13; n. def.; n. def.; n. def.
07-02-13; n. def.; n. def.; n. def.
06-02-13; n. def.; 12,08; n. def.
05-02-13; n. def.; n. def.; n. def.
04-02-13; n. def.; n. def.; n. def.
03-02-13; n. def.; n. def.; n. def.
02-02-13; n. def.; n. def.; n. def.
01-02-13; n. def.; n. def.; n. def.
31-01-13; n. def.; 3,60; n. def.
30-01-13; n. def.; n. def.; n. def.
29-01-13; n. def.; n. def.; n. def.
28-01-13; n. def.; n. def.; n. def.
27-01-13; n. def.; n. def.; n. def.
26-01-13; n. def.; n. def.; n. def.
25-01-13; n. def.; 29,13; n. def.
24-01-13; n. def.; n. def.; n. def.
23-01-13; n. def.; n. def.; n. def.
22-01-13; n. def.; n. def.; n. def.
21-01-13; n. def.; n. def.; n. def.
20-01-13; n. def.; n. def.; n. def.
19-01-13; n. def.; 22,67; n. def.
18-01-13; n. def.; n. def.; n. def.
17-01-13; n. def.; n. def.; n. def.
16-01-13; n. def.; n. def.; n. def.
15-01-13; n. def.; n. def.; n. def.
14-01-13; n. def.; n. def.; n. def.
13-01-13; n. def.; 10,16; n. def.
12-01-13; n. def.; n. def.; n. def.
11-01-13; n. def.; n. def.; n. def.
10-01-13; n. def.; n. def.; n. def.
09-01-13; n. def.; n. def.; n. def.
08-01-13; n. def.; n. def.; n. def.
07-01-13; n. def.; 4,36; n. def.
06-01-13; n. def.; n. def.; n. def.
05-01-13; n. def.; n. def.; n. def.
04-01-13; n. def.; n. def.; n. def.
03-01-13; n. def.; n. def.; n. def.
02-01-13; n. def.; n. def.; n. def.
01-01-13; n. def.; 16,00; n. def.

Datum Zeit; Dresden-Bergstraße NO; Dresden-Bergstraße NO2; Dresden-Bergstraße O3; Dresden-Bergstraße PM10
; µg/m³; µg/m³; µg/m³; µg/m³
30-12-13; 103; 60; n. def.; 21
29-12-13; 36; 32; n. def.; 13
28-12-13; 21; 24; n. def.; 15
27-12-13; 75; 49; n. def.; 20
26-12-13; 88; 55; n. def.; 30
25-12-13; 28; 24; n. def.; 19
24-12-13; 10; 15; n. def.; 17
23-12-13; 113; 65; n. def.; 17
22-12-13; 54; 42; n. def.; 15
21-12-13; 55; 47; n. def.; 23
20-12-13; 132; 61; n. def.; 39
19-12-13; 43; 38; n. def.; 29
18-12-13; 60; 41; n. def.; 33
17-12-13; 56; 45; n. def.; 34
16-12-13; 64; 52; n. def.; 30
15-12-13; 68; 50; n. def.; 20
14-12-13; 105; 59; n. def.; 21
13-12-13; 164; 64; n. def.; 22
12-12-13; 132; 61; n. def.; 20
11-12-13; 207; 79; n. def.; 40
10-12-13; 180; 74; n. def.; 24
09-12-13; 45; 34; n. def.; 10
08-12-13; 43; 32; n. def.; 13
07-12-13; 35; 23; n. def.; 13
06-12-13; 33; 21; n. def.; 19
05-12-13; 91; 49; n. def.; 22
04-12-13; 103; 57; n. def.; 37
03-12-13; 106; 60; n. def.; 38
02-12-13; 185; 87; n. def.; 42
01-12-13; 32; 23; n. def.; 15
30-11-13; 50; 32; n. def.; 11
29-11-13; 83; 47; n. def.; 21
28-11-13; 62; 40; n. def.; 17
27-11-13; 165; 76; n. def.; 38
26-11-13; 80; 50; n. def.; 18
25-11-13; 46; 37; n. def.; 16
24-11-13; 14; 17; n. def.; 10
23-11-13; 87; 46; n. def.; 28
22-11-13; 154; 58; n. def.; 29
21-11-13; 120; 55; n. def.; 21
20-11-13; 35; 30; n. def.; 21
19-11-13; 143; 60; n. def.; 43
18-11-13; 218; 79; n. def.; 49
17-11-13; 88; 44; n. def.; 28
16-11-13; 88; 47; n. def.; 48
15-11-13; 157; 69; n. def.; 55
14-11-13; 100; 53; n. def.; 29
13-11-13; 137; 67; n. def.; 35
12-11-13; 227; 85; n. def.; 39
11-11-13; 114; 60; n. def.; 25
10-11-13; 36; 30; n. def.; 11
09-11-13; 61; 42; n. def.; 10
08-11-13; 131; 70; n. def.; 17
07-11-13; 68; 38; n. def.; 10
06-11-13; 68; 41; n. def.; 16
05-11-13; 96; 48; n. def.; 15
04-11-13; 79; 52; n. def.; 11
03-11-13; 36; 29; n. def.; 8
02-11-13; 51; 40; n. def.; 19
01-11-13; 108; 59; n. def.; 41
31-10-13; 63; 49; n. def.; 27
30-10-13; 104; 58; n. def.; 23
29-10-13; 103; 57; n. def.; 18
28-10-13; 79; 44; n. def.; 21
27-10-13; 36; 33; n. def.; 13
26-10-13; 50; 45; n. def.; 19
25-10-13; 68; 42; n. def.; 21
24-10-13; 103; 58; n. def.; 21
23-10-13; 77; 42; n. def.; 25
22-10-13; 50; 34; n. def.; 21
21-10-13; 104; 61; n. def.; 22
20-10-13; 34; 35; n. def.; 30
19-10-13; 31; 28; n. def.; 18
18-10-13; 76; 51; n. def.; 17
17-10-13; 99; 49; n. def.; 20
16-10-13; 97; 54; n. def.; 31
15-10-13; 140; 67; n. def.; 31
14-10-13; 80; 48; n. def.; 23
13-10-13; 74; 45; n. def.; 22
12-10-13; 103; 56; n. def.; 21
11-10-13; 174; 75; n. def.; 19
10-10-13; 89; 47; n. def.; 24
09-10-13; 146; 68; n. def.; 43
08-10-13; 120; 67; n. def.; 47
07-10-13; 166; 70; n. def.; 44
06-10-13; 82; 56; n. def.; 48
05-10-13; 42; 36; n. def.; 26
04-10-13; 30; 24; n. def.; 24
03-10-13; 17; 19; n. def.; 20
02-10-13; 117; 52; n. def.; 27
01-10-13; 134; 63; n. def.; 32
30-09-13; 122; 49; n. def.; 23
29-09-13; 37; 26; n. def.; 15
28-09-13; 89; 54; n. def.; 21
27-09-13; 142; 65; n. def.; 23
26-09-13; 109; 56; n. def.; 30
25-09-13; 108; 51; n. def.; 20
24-09-13; 66; 38; n. def.; 17
23-09-13; 51; 32; n. def.; 17
22-09-13; 46; 34; n. def.; 18
21-09-13; 53; 35; n. def.; 19
20-09-13; 105; 50; n. def.; 20
19-09-13; 82; 46; n. def.; 22
18-09-13; 69; 37; n. def.; 13
17-09-13; 93; 47; n. def.; 20
16-09-13; 93; 57; n. def.; 17
