Datum Zeit; Dresden-Nord CO
15-04-16; n. def.; 3,88; n. def.
14-04-16; n. def.; n. def.; n. def.
13-04-16; n. def.; n. def.; n. def.
12-04-16; n. def.; n. def.; n. def.
11-04-16; n. def.; n. def.; n. def.
10-04-16; n. def.; n. def.; n. def.
09-04-16; n. def.; 12,77; n. def.
08-04-16; n. def.; n. def.; n. def.
07-04-16; n. def.; n. def.; n. def.
06-04-16; n. def.; n. def.; n. def.
05-04-16; n. def.; n. def.; n. def.
04-04-16; n. def.; n. def.; n. def.
03-04-16; n. def.; 8,05; n. def.
02-04-16; n. def.; n. def.; n. def.
01-04-16; n. def.; n. def.; n. def.
31-03-16; n. def.; n. def.; n. def.
30-03-16; n. def.; n. def.; n. def.
29-03-16; n. def.; n. def.; n. def.
28-03-16; n. def.; 4,27; n. def.
27-03-16; n. def.; n. def.; n. def.
26-03-16; n. def.; n. def.; n. def.
25-03-16; n. def.; n. def.; n. def.
24-03-16; n. def.; n. def.; n. def.
23-03-16; n. def.; n. def.; n. def.
22-03-16; n. def.; 3,30; n. def.
21-03-16; n. def.; n. def.; n. def.
20-03-16; n. def.; n. def.; n. def.
19-03-16; n. def.; n. def.; n. def.
18-03-16; n. def.; n. def.; n. def.
17-03-16; n. def.; n. def.; n. def.
16-03-16; n. def.; 15,87; n. def.
15-03-16; n. def.; n. def.; n. def.
14-03-16; n. def.; n. def.; n. def.
13-03-16; n. def.; n. def.; n. def.
12-03-16; n. def.; n. def.; n. def.
11-03-16; n. def.; n. def.; n. def.
10-03-16; n. def.; 25,25; n. def.
09-03-16; n. def.; n. def.; n. def.
08-03-16; n. def.; n. def.; n. def.
07-03-16; n. def.; n. def.; n. def.
06-03-16; n. def.; n. def.; n. def.
05-03-16; n. def.; n. def.; n. def.
04-03-16; n. def.; 8,31; n. def.
03-03-16; n. def.; n. def.; n. def.
02-03-16; n. def.; n. def.; n. def.
01-03-16; n. def.; n. def.; n. def.
29-02-16; n. def.; n. def.; n. def.
28-02-16; n. def.; n. def.; n. def.
27-02-16; n. def.; 8,94; n. def.
26-02-16; n. def.; n. def.; n. def.
25-02-16; n. def.; n. def.; n. def.
24-02-16; n. def.; n. def.; n. def.
23-02-16; n. def.; n. def.; n. def.
22-02-16; n. def.; n. def.; n. def.
21-02-16; n. def.; 1,87; n. def.
20-02-16; n. def.; n. def.; n. def.
19-02-16; n. def.; n. def.; n. def.
18-02-16; n. def.; n. def.; n. def.
17-02-16; n. def.; n. def.; n. def.
16-02-16; n. def.; n. def.; n. def.
15-02-16; n. def.; 4,06; n. def.
14-02-16; n. def.; n. def.; n. def.
13-02-16; n. def.; n. def.; n. def.
12-02-16; n. def.; n. def.; n. def.
11-02-16; n. def.; n. def.; n. def.
10-02-16; n. def.; n. def.; n. def.
09-02-16; n. def.; 0,70; n. def.
08-02-16; n. def.; n. def.; n. def.
07-02-16; n. def.; n. def.; n. def.
06-02-16; n. def.; n. def.; n. def.
05-02-16; n. def.; n. def.; n. def.
04-02-16; n. def.; n. def.; n. def.
03-02-16; n. def.; 2,12; n. def.
02-02-16; n. def.; n. def.; n. def.
01-02-16; n. def.; n. def.; n. def.
31-01-16; n. def.; n. def.; n. def.
30-01-16; n. def.; n. def.; n. def.
29-01-16; n. def.; n. def.; n. def.
28-01-16; n. def.; 5,83; n. def.
27-01-16; n. def.; n. def.; n. def.
26-01-16; n. def.; n. def.; n. def.
25-01-16; n. def.; n. def.; n. def.
24-01-16; n. def.; n. def.; n. def.
23-01-16; n. def.; n. def.; n. def.
22-01-16; n. def.; 11,71; n. def.
21-01-16; n. def.; n. def.; n. def.
20-01-16; n. def.; n. def.; n. def.
19-01-16; n. def.; n. def.; n. def.
18-01-16; n. def.; n. def.; n. def.
17-01-16; n. def.; n. def.; n. def.
16-01-16; n. def.; 9,55; n. def.
15-01-16; n. def.; n. def.; n. def.
14-01-16; n. def.; n. def.; n. def.
13-01-16; n. def.; n. def.; n. def.
12-01-16; n. def.; n. def.; n. def.
11-01-16; n. def.; n. def.; n. def.
10-01-16; n. def.; 8,56; n. def.
09-01-16; n. def.; n. def.; n. def.
08-01-16; n. def.; n. def.; n. def.
07-01-16; n. def.; n. def.; n. def.
06-01-16; n. def.; n. def.; n. def.
05-01-16; n. def.; n. def.; n. def.
04-01-16; n. def.; 21,92; n. def.
03-01-16; n. def.; n. def.; n. def.
02-01-16; n. def.; n. def.; n. def.
01-01-16; n. def.; n. def.; n. def.

Datum Zeit; Dresden-Bergstraße NO; Dresden-Bergstraße NO2; Dresden-Bergstraße O3; Dresden-Bergstraße PM10
; µg/m³; µg/m³; µg/m³; µg/m³
30-12-16; n. def.; n. def.; n. def.; n. def.
29-12-16; n. def.; n. def.; n. def.; n. def.
28-12-16; n. def.; n. def.; n. def.; n. def.
27-12-16; n. def.; n. def.; n. def.; n. def.
26-12-16; n. def.; n. def.; n. def.; n. def.
25-12-16; n. def.; n. def.; n. def.; n. def.
24-12-16; n. def.; n. def.; n. def.; n. def.
23-12-16; n. def.; n. def.; n. def.; n. def.
22-12-16; n. def.; n. def.; n. def.; n. def.
21-12-16; n. def.; n. def.; n. def.; n. def.
20-12-16; n. def.; n. def.; n. def.; n. def.
19-12-16; n. def.; n. def.; n. def.; n. def.
18-12-16; n. def.; n. def.; n. def.; n. def.
17-12-16; n. def.; n. def.; n. def.; n. def.
16-12-16; n. def.; n. def.; n. def.; n. def.
15-12-16; n. def.; n. def.; n. def.; n. def.
14-12-16; n. def.; n. def.; n. def.; n. def.
13-12-16; n. def.; n. def.; n. def.; n. def.
12-12-16; n. def.; n. def.; n. def.; n. def.
11-12-16; n. def.; n. def.; n. def.; n. def.
10-12-16; n. def.; n. def.; n. def.; n. def.
09-12-16; n. def.; n. def.; n. def.; n. def.
08-12-16; n. def.; n. def.; n. def.; n. def.
07-12-16; n. def.; n. def.; n. def.; n. def.
06-12-16; n. def.; n. def.; n. def.; n. def.
05-12-16; n. def.; n. def.; n. def.; n. def.
04-12-16; n. def.; n. def.; n. def.; n. def.
03-12-16; n. def.; n. def.; n. def.; n. def.
02-12-16; n. def.; n. def.; n. def.; n. def.
01-12-16; n. def.; n. def.; n. def.; n. def.
30-11-16; n. def.; n. def.; n. def.; n. def.
29-11-16; n. def.; n. def.; n. def.; n. def.
28-11-16; n. def.; n. def.; n. def.; n. def.
27-11-16; n. def.; n. def.; n. def.; n. def.
26-11-16; n. def.; n. def.; n. def.; n. def.
25-11-16; n. def.; n. def.; n. def.; n. def.
24-11-16; n. def.; n. def.; n. def.; n. def.
23-11-16; n. def.; n. def.; n. def.; n. def.
22-11-16; n. def.; n. def.; n. def.; n. def.
21-11-16; n. def.; n. def.; n. def.; n. def.
20-11-16; n. def.; n. def.; n. def.; n. def.
19-11-16; n. def.; n. def.; n. def.; n. def.
18-11-16; n. def.; n. def.; n. def.; n. def.
17-11-16; n. def.; n. def.; n. def.; n. def.
16-11-16; n. def.; n. def.; n. def.; n. def.
15-11-16; n. def.; n. def.; n. def.; n. def.
14-11-16; n. def.; n. def.; n. def.; n. def.
13-11-16; n. def.; n. def.; n. def.; n. def.
12-11-16; n. def.; n. def.; n. def.; n. def.
11-11-16; n. def.; n. def.; n. def.; n. def.
10-11-16; n. def.; n. def.; n. def.; n. def.
09-11-16; n. def.; n. def.; n. def.; n. def.
08-11-16; n. def.; n. def.; n. def.; n. def.
07-11-16; n. def.; n. def.; n. def.; n. def.
06-11-16; n. def.; n. def.; n. def.; n. def.
05-11-16; n. def.; n. def.; n. def.; n. def.
04-11-16; n. def.; n. def.; n. def.; n. def.
03-11-16; n. def.; n. def.; n. def.; n. def.
02-11-16; n. def.; n. def.; n. def.; n. def.
01-11-16; n. def.; n. def.; n. def.; n. def.
31-10-16; n. def.; n. def.; n. def.; n. def.
30-10-16; n. def.; n. def.; n. def.; n. def.
29-10-16; n. def.; n. def.; n. def.; n. def.
28-10-16; n. def.; n. def.; n. def.; n. def.
27-10-16; n. def.; n. def.; n. def.; n. def.
26-10-16; n. def.; n. def.; n. def.; n. def.
25-10-16; n. def.; n. def.; n. def.; n. def.
24-10-16; n. def.; n. def.; n. def.; n. def.
23-10-16; n. def.; n. def.; n. def.; n. def.
22-10-16; n. def.; n. def.; n. def.; n. def.
21-10-16; 108; 55; 8; n. def.
20-10-16; 100; 56; 18; n. def.
19-10-16; 78; 50; 21; n. def.
18-10-16; 109; 46; 3; n. def.
17-10-16; 56; 34; 11; n. def.
16-10-16; 57; 39; 10; n. def.
15-10-16; 59; 40; 19; n. def.
14-10-16; 28; 23; n. def.; n. def.
13-10-16; 72; 33; n. def.; n. def.
12-10-16; 104; 36; 4; n. def.
11-10-16; 97; 48; 6; n. def.
10-10-16; 101; 50; 12; n. def.
09-10-16; 24; 23; 28; n. def.
