"","Date","Time","BEN","NO","NO2","O3","PM10","PM2.5","SO"
"54","2016-09-15"," 08:00",NaN,22.6702898550725,40.975845410628,30.4444444444444,NaN,0,0
"55","2016-09-16"," 08:00",NaN,8.89251207729469,36.5314009661836,26.3333333333333,NaN,0,0
"56","2016-09-17"," 08:00",NaN,4.22584541062802,16.3091787439614,35.5555555555556,NaN,0,0
"57","2016-09-18"," 08:00",NaN,4.22584541062802,16.975845410628,33.2222222222222,NaN,0,0
"58","2016-09-19"," 08:00",NaN,8.22584541062802,27.8647342995169,10,NaN,0,0
"59","2016-09-20"," 08:00",NaN,11.7814009661836,30.975845410628,9.55555555555556,NaN,0,0
"60","2016-09-21"," 08:00",NaN,6.44806763285024,30.975845410628,17.1111111111111,NaN,0,0
"61","2016-09-22"," 08:00",NaN,11.5591787439614,21.4202898550725,9.44444444444444,NaN,0,0
"62","2016-09-23"," 08:00",NaN,19.1147342995169,23.1980676328502,4.44444444444444,NaN,0,0
"63","2016-09-24"," 08:00",NaN,9.11473429951691,19.8647342995169,9.66666666666667,NaN,0,0
"64","2016-09-25"," 08:00",NaN,4.22584541062802,13.8647342995169,26.4444444444444,NaN,0,0
"65","2016-09-26"," 08:00",NaN,12.225845410628,34.7536231884058,13.3333333333333,NaN,0,0
"66","2016-09-27"," 08:00",NaN,25.5591787439614,23.4202898550725,3.33333333333333,NaN,0,0
"67","2016-09-28"," 08:00",NaN,24.6702898550725,30.7536231884058,8.22222222222222,NaN,0,0
"68","2016-09-29"," 08:00",NaN,13.3369565217391,38.5314009661836,12.1111111111111,NaN,0,0
"69","2016-09-30"," 08:00",NaN,6.44806763285024,27.8647342995169,28.6666666666667,NaN,0,0
"70","2016-10-01"," 08:00",NaN,5.78140096618357,17.4202898550725,12.6666666666667,NaN,0,0
"71","2016-10-02"," 08:00",NaN,4.22584541062802,11.6425120772947,45.2222222222222,NaN,0,0
"72","2016-10-03"," 08:00",NaN,4.67028985507246,15.8647342995169,13.6666666666667,NaN,0,0
"73","2016-10-04"," 08:00",NaN,4.89251207729469,21.1980676328502,39.8888888888889,NaN,0,0
"74","2016-10-05"," 08:00",NaN,5.11473429951691,23.1980676328502,24.2222222222222,NaN,0,0
"75","2016-10-06"," 08:00",NaN,6.22584541062802,26.3091787439614,15.6666666666667,NaN,0,0
"76","2016-10-07"," 08:00",NaN,18.6702898550725,20.975845410628,2.55555555555556,NaN,0,0
"77","2016-10-08"," 08:00",NaN,26.0036231884058,23.6425120772947,30,NaN,0,0
"78","2016-10-09"," 08:00",NaN,17.1147342995169,16.5314009661836,31.5555555555556,NaN,0,0
"79","2016-10-10"," 08:00",NaN,117.559178743961,42.7536231884058,4.33333333333333,NaN,0,0
"80","2016-10-11"," 08:00",NaN,30.225845410628,28.5314009661836,3.33333333333333,NaN,0,0
"81","2016-10-12"," 08:00",NaN,18.0036231884058,18.7536231884058,2.88888888888889,NaN,0,0
"82","2016-10-13"," 08:00",NaN,9.55917874396135,22.0869565217391,8.66666666666667,NaN,0,0
"83","2016-10-14"," 08:00",NaN,5.11473429951691,18.5314009661836,20.6666666666667,NaN,0,0
"84","2016-10-15"," 08:00",NaN,5.33695652173913,20.3091787439614,26.8888888888889,NaN,0,0
"85","2016-10-16"," 08:00",NaN,17.1147342995169,17.6425120772947,3.33333333333333,NaN,0,0
"86","2016-10-17"," 08:00",NaN,17.3369565217391,22.0869565217391,4.11111111111111,NaN,0,0
"87","2016-10-18"," 08:00",NaN,14.4480676328502,27.6425120772947,3.22222222222222,NaN,0,0
"88","2016-10-19"," 08:00",NaN,9.11473429951691,33.8647342995169,10.7777777777778,NaN,0,0
"89","2016-10-20"," 08:00",NaN,4.89251207729469,28.0869565217391,19.7777777777778,NaN,0,0
"90","2016-10-21"," 08:00",NaN,14.4480676328502,30.3091787439614,4.55555555555556,NaN,0,0
"91","2016-10-22"," 08:00",NaN,9.33695652173913,19.8647342995169,6.33333333333333,NaN,0,0
"92","2016-10-23"," 08:00",NaN,13.1147342995169,15.4202898550725,3.11111111111111,NaN,0,0
