Datum Zeit; BEN; NO; NO2; O3; PM2.5; PM10; SO2
; µg/m³; µg/m³; µg/m³; µg/m³; µg/m³; µg/m³; µg/m³
09-10-16 22:00; 0,0; 19; 13; 8; 0,00; 14; 0,0
09-10-16 22:30; ; ; ; ; ; ; 0,0
09-10-16 23:00; 0,0; 9; 9; 11; 0,00; 13; 0,0
09-10-16 23:30; ; ; ; ; ; ; 0,0
10-10-16 00:00; 0,0; 4; 7; 14; 0,00; 12; 0,0
10-10-16 00:30; ; ; ; ; ; ; 0,0
10-10-16 01:00; 0,0; 5; 7; 12; 0,00; 11; 0,0
10-10-16 01:30; ; ; ; ; ; ; 0,0
10-10-16 02:00; 0,0; 11; 8; 14; 0,00; 11; 0,0
10-10-16 02:30; ; ; ; ; ; ; 0,0
10-10-16 03:00; 0,0; 6; 8; 11; 0,00; 11; 0,0
10-10-16 03:30; ; ; ; ; ; ; 0,0
10-10-16 04:00; 0,0; 13; 12; 11; 0,00; 10; 0,0
10-10-16 04:30; ; ; ; ; ; ; 0,0
10-10-16 05:00; 0,0; 51; 21; 8; 0,00; 10; 0,0
10-10-16 05:30; ; ; ; ; ; ; 0,0
10-10-16 06:00; 0,0; 37; 20; 5; 0,00; 10; 0,0
10-10-16 06:30; ; ; ; ; ; ; 0,0
10-10-16 07:00; 0,0; 97; 31; 5; 0,00; 16; 0,0
10-10-16 07:30; ; ; ; ; ; ; 0,0
10-10-16 08:00; 0,0; 48; 25; 6; 0,00; 14; 0,0
10-10-16 08:30; ; ; ; ; ; ; 0,0
10-10-16 09:00; 0,0; 68; 27; 10; 0,00; 16; 0,0
10-10-16 09:30; ; ; ; ; ; ; 0,0
10-10-16 10:00; 0,0; 68; 28; 14; 0,00; 17; 0,0
10-10-16 10:30; ; ; ; ; ; ; 0,0
10-10-16 11:00; 0,0; 63; 26; 18; 0,00; 13; 0,0
10-10-16 11:30; ; ; ; ; ; ; 0,0
10-10-16 12:00; 0,0; 39; 20; 30; 0,00; 14; 0,0
10-10-16 12:30; ; ; ; ; ; ; 0,0
10-10-16 13:00; 0,0; 63; 31; 31; 0,00; 15; 0,0
10-10-16 13:30; ; ; ; ; ; ; 0,0
10-10-16 14:00; 0,0; 63; 31; 31; 0,00; 14; 0,0
10-10-16 14:30; ; ; ; ; ; ; 0,0
10-10-16 15:00; 0,0; 0; 0; 37; 0,00; 13; 0,0
10-10-16 15:30; ; ; ; ; ; ; 0,0
10-10-16 16:00; 0,0; 5; 18; 29; 0,00; 16; 0,0
10-10-16 16:30; ; ; ; ; ; ; 0,0
10-10-16 17:00; 0,0; 58; 40; 23; 0,00; 14; 0,0
10-10-16 17:30; ; ; ; ; ; ; 0,0
10-10-16 18:00; 0,0; 89; 44; 27; 0,00; 10; 0,0
10-10-16 18:30; ; ; ; ; ; ; 0,0
10-10-16 19:00; 0,0; 84; 35; 28; 0,00; 10; 0,0
10-10-16 19:30; ; ; ; ; ; ; 0,0
10-10-16 20:00; 0,0; 59; 27; 28; 0,00; 15; 0,0
10-10-16 20:30; ; ; ; ; ; ; 0,0
10-10-16 21:00; 0,0; 32; 30; 38; 0,00; 16; 0,0
10-10-16 21:30; ; ; ; ; ; ; 0,0
10-10-16 22:00; 0,0; 64; 26; 37; 0,00; 17; 0,0
10-10-16 22:30; ; ; ; ; ; ; 0,0
10-10-16 23:00; 0,0; 34; 16; 22; 0,00; 20; 0,0
10-10-16 23:30; ; ; ; ; ; ; 0,0
11-10-16 00:00; 0,0; 19; 13; 10; 0,00; 26; 0,0
11-10-16 00:30; ; ; ; ; ; ; 0,0
11-10-16 01:00; 0,0; 12; 12; 18; 0,00; 22; 0,0
11-10-16 01:30; ; ; ; ; ; ; 0,0
11-10-16 02:00; 0,0; 15; 10; 7; 0,00; 18; 0,0
11-10-16 02:30; ; ; ; ; ; ; 0,0
11-10-16 03:00; 0,0; 25; 13; 6; 0,00; 16; 0,0
11-10-16 03:30; ; ; ; ; ; ; 0,0
11-10-16 04:00; 0,0; 18; 13; 5; 0,00; 14; 0,0
11-10-16 04:30; ; ; ; ; ; ; 0,0
11-10-16 05:00; 0,0; 29; 16; 5; 0,00; 17; 0,0
11-10-16 05:30; ; ; ; ; ; ; 0,0
11-10-16 06:00; 0,0; 11; 19; 5; 0,00; 19; 0,0
11-10-16 06:30; ; ; ; ; ; ; 0,0
11-10-16 07:00; 0,0; 14; 19; 5; 0,00; 20; 0,0
11-10-16 07:30; ; ; ; ; ; ; 0,0
11-10-16 08:00; 0,0; 6; 18; 6; 0,00; 23; 0,0
11-10-16 08:30; ; ; ; ; ; ; 0,0
11-10-16 09:00; 0,0; 40; 21; 7; 0,00; 24; 0,0
11-10-16 09:30; ; ; ; ; ; ; 0,0
11-10-16 10:00; 0,0; 9; 18; 7; 0,00; 21; 0,0
11-10-16 10:30; ; ; ; ; ; ; 0,0
11-10-16 11:00; 0,0; 49; 26; 8; 0,00; 17; 0,0
11-10-16 11:30; ; ; ; ; ; ; 0,0
11-10-16 12:00; 0,0; 47; 25; 12; 0,00; 14; 0,0
11-10-16 12:30; ; ; ; ; ; ; 0,0
11-10-16 13:00; 0,0; 20; 15; 13; 0,00; 12; 0,0
11-10-16 13:30; ; ; ; ; ; ; 0,0
11-10-16 14:00; 0,0; 24; 20; 27; 0,00; 14; 0,0
11-10-16 14:30; ; ; ; ; ; ; 0,0
11-10-16 15:00; 0,0; 22; 19; 26; 0,00; 14; 0,0
11-10-16 15:30; ; ; ; ; ; ; 0,0
11-10-16 16:00; 0,0; 14; 16; 23; 0,00; 18; 0,0
11-10-16 16:30; ; ; ; ; ; ; 0,0
11-10-16 17:00; 0,0; 18; 21; 20; 0,00; 15; 0,0
11-10-16 17:30; ; ; ; ; ; ; 0,0
11-10-16 18:00; 0,0; 16; 21; 21; 0,00; 14; 0,0
11-10-16 18:30; ; ; ; ; ; ; 0,0
11-10-16 19:00; 0,0; 3; 13; 10; 0,00; 15; 0,0
11-10-16 19:30; ; ; ; ; ; ; 0,0
11-10-16 20:00; 0,0; 1; 10; 13; 0,00; 24; 0,0
11-10-16 20:30; ; ; ; ; ; ; 0,0
11-10-16 21:00; 0,0; 1; 10; 24; 0,00; 14; 0,0
11-10-16 21:30; ; ; ; ; ; ; 0,0
11-10-16 22:00; 0,0; 1; 11; 18; 0,00; 14; 0,0
11-10-16 22:30; ; ; ; ; ; ; 0,0
11-10-16 23:00; 0,0; 1; 10; 12; 0,00; 11; 0,0
11-10-16 23:30; ; ; ; ; ; ; 0,0
12-10-16 00:00; 0,0; 1; 10; 9; 0,00; 14; 0,0
12-10-16 00:30; ; ; ; ; ; ; 0,0
12-10-16 01:00; 0,0; 1; 9; 9; 0,00; 14; 0,0
12-10-16 01:30; ; ; ; ; ; ; 0,0
12-10-16 02:00; 0,0; 1; 9; 10; 0,00; 10; 0,0
12-10-16 02:30; ; ; ; ; ; ; 0,0
12-10-16 03:00; 0,0; 1; 9; 10; 0,00; 5; 0,0
12-10-16 03:30; ; ; ; ; ; ; 0,0
12-10-16 04:00; 0,0; 1; 10; 9; 0,00; 5; 0,0
12-10-16 04:30; ; ; ; ; ; ; 0,0
12-10-16 05:00; 0,0; 1; 10; 9; 0,00; 4; 0,0
12-10-16 05:30; ; ; ; ; ; ; 0,0
12-10-16 06:00; 0,0; 1; 10; 8; 0,00; 6; 0,0
12-10-16 06:30; ; ; ; ; ; ; 0,0
12-10-16 07:00; 0,0; 3; 10; 5; 0,00; 7; 0,0
12-10-16 07:30; ; ; ; ; ; ; 0,0
12-10-16 08:00; 0,0; 2; 9; 6; 0,00; 6; 0,0
12-10-16 08:30; ; ; ; ; ; ; 0,0
12-10-16 09:00; 0,0; 2; 7; 7; 0,00; 7; 0,0
12-10-16 09:30; ; ; ; ; ; ; 0,0
12-10-16 10:00; 0,0; 2; 7; 9; 0,00; 8; 0,0
12-10-16 10:30; ; ; ; ; ; ; 0,0
12-10-16 11:00; 0,0; 2; 7; 10; 0,00; 8; 0,0
12-10-16 11:30; ; ; ; ; ; ; 0,0
12-10-16 12:00; 0,0; 2; 6; 11; 0,00; 7; 0,0
12-10-16 12:30; ; ; ; ; ; ; 0,0
12-10-16 13:00; 0,0; 2; 7; 17; 0,00; 6; 0,0
12-10-16 13:30; ; ; ; ; ; ; 0,0
12-10-16 14:00; 0,0; 1; 7; 12; 0,00; 6; 0,0
12-10-16 14:30; ; ; ; ; ; ; 0,0
12-10-16 15:00; 0,0; 4; 11; 11; 0,00; 6; 0,0
12-10-16 15:30; ; ; ; ; ; ; 0,0
12-10-16 16:00; 0,0; 6; 13; 12; 0,00; 6; 0,0
12-10-16 16:30; ; ; ; ; ; ; 0,0
12-10-16 17:00; 0,0; 1; 10; 11; 0,00; 5; 0,0
12-10-16 17:30; ; ; ; ; ; ; 0,0
12-10-16 18:00; 0,0; 1; 10; 9; 0,00; 5; 0,0
12-10-16 18:30; ; ; ; ; ; ; 0,0
12-10-16 19:00; 0,0; 3; 14; 9; 0,00; 8; 0,0
12-10-16 19:30; ; ; ; ; ; ; 0,0
12-10-16 20:00; 0,0; 2; 11; 9; 0,00; 7; 0,0
12-10-16 20:30; ; ; ; ; ; ; 0,0
12-10-16 21:00; 0,0; 1; 9; 8; 0,00; 6; 0,0
12-10-16 21:30; ; ; ; ; ; ; 0,0
12-10-16 22:00; 0,0; 1; 8; 7; 0,00; 6; 0,0
12-10-16 22:30; ; ; ; ; ; ; 0,0
12-10-16 23:00; 0,0; 1; 8; 10; 0,00; 6; 0,0
12-10-16 23:30; ; ; ; ; ; ; 0,0
13-10-16 00:00; 0,0; 1; 8; 11; 0,00; 6; 0,0
13-10-16 00:30; ; ; ; ; ; ; 0,0
13-10-16 01:00; 0,0; 1; 7; 12; 0,00; 8; 0,0
13-10-16 01:30; ; ; ; ; ; ; 0,0
13-10-16 02:00; 0,0; 1; 7; 12; 0,00; 6; 0,0
13-10-16 02:30; ; ; ; ; ; ; 0,0
13-10-16 03:00; 0,0; 1; 8; 17; 0,00; 8; 0,0
13-10-16 03:30; ; ; ; ; ; ; 0,0
13-10-16 04:00; 0,0; 1; 8; 16; 0,00; 7; 0,0
13-10-16 04:30; ; ; ; ; ; ; 0,0
13-10-16 05:00; 0,0; 1; 9; 15; 0,00; 8; 0,0
13-10-16 05:30; ; ; ; ; ; ; 0,0
13-10-16 06:00; 0,0; 1; 10; 12; 0,00; 7; 0,0
13-10-16 06:30; ; ; ; ; ; ; 0,0
13-10-16 07:00; 0,0; 1; 15; 12; 0,00; 7; 0,0
13-10-16 07:30; ; ; ; ; ; ; 0,0
13-10-16 08:00; 0,0; 1; 14; 13; 0,00; 9; 0,0
13-10-16 08:30; ; ; ; ; ; ; 0,0
13-10-16 09:00; 0,0; 2; 14; 15; 0,00; 9; 0,0
13-10-16 09:30; ; ; ; ; ; ; 0,0
13-10-16 10:00; 0,0; 2; 14; 21; 0,00; 8; 0,0
13-10-16 10:30; ; ; ; ; ; ; 0,0
13-10-16 11:00; 0,0; 3; 11; 26; 0,00; 9; 0,0
13-10-16 11:30; ; ; ; ; ; ; 0,0
13-10-16 12:00; 0,0; 2; 12; 28; 0,00; 9; 0,0
13-10-16 12:30; ; ; ; ; ; ; 0,0
13-10-16 13:00; 0,0; 2; 13; 29; 0,00; 9; 0,0
13-10-16 13:30; ; ; ; ; ; ; 0,0
13-10-16 14:00; 0,0; 3; 10; 33; 0,00; 11; 0,0
13-10-16 14:30; ; ; ; ; ; ; 0,0
13-10-16 15:00; 0,0; 2; 13; 31; 0,00; 12; 0,0
13-10-16 15:30; ; ; ; ; ; ; 0,0
13-10-16 16:00; 0,0; 2; 13; 25; 0,00; 14; 0,0
13-10-16 16:30; ; ; ; ; ; ; 0,0
13-10-16 17:00; 0,0; 1; 15; 21; 0,00; 14; 0,0
13-10-16 17:30; ; ; ; ; ; ; 0,0
13-10-16 18:00; 0,0; 1; 15; 19; 0,00; 12; 0,0
13-10-16 18:30; ; ; ; ; ; ; 0,0
13-10-16 19:00; 0,0; 1; 15; 21; 0,00; 12; 0,0
13-10-16 19:30; ; ; ; ; ; ; 0,0
13-10-16 20:00; 0,0; 1; 15; 22; 0,00; 14; 0,0
13-10-16 20:30; ; ; ; ; ; ; 0,0
13-10-16 21:00; 0,0; 1; 12; 25; 0,00; 16; 0,0
13-10-16 21:30; ; ; ; ; ; ; 0,0
13-10-16 22:00; 0,0; 1; 13; 27; 0,00; 12; 0,0
13-10-16 22:30; ; ; ; ; ; ; 0,0
13-10-16 23:00; 0,0; 1; 13; 26; 0,00; 13; 0,0
13-10-16 23:30; ; ; ; ; ; ; 0,0
14-10-16 00:00; 0,0; 1; 11; 26; 0,00; 14; 0,0
14-10-16 00:30; ; ; ; ; ; ; 0,0
14-10-16 01:00; 0,0; 1; 9; 26; 0,00; 15; 0,0
14-10-16 01:30; ; ; ; ; ; ; 0,0
14-10-16 02:00; 0,0; 1; 9; 25; 0,00; 14; 0,0
14-10-16 02:30; ; ; ; ; ; ; 0,0
14-10-16 03:00; 0,0; 1; 10; 25; 0,00; 16; 0,0
14-10-16 03:30; ; ; ; ; ; ; 0,0
14-10-16 04:00; 0,0; 1; 11; 23; 0,00; 16; 0,0
14-10-16 04:30; ; ; ; ; ; ; 0,0
14-10-16 05:00; 0,0; 1; 14; 19; 0,00; 13; 0,0
14-10-16 05:30; ; ; ; ; ; ; 0,0
14-10-16 06:00; 0,0; 1; 15; 18; 0,00; 17; 0,0
14-10-16 06:30; ; ; ; ; ; ; 0,0
14-10-16 07:00; 0,0; 2; 18; 17; 0,00; 26; 0,0
14-10-16 07:30; ; ; ; ; ; ; 0,0
14-10-16 08:00; 0,0; 4; 16; 20; 0,00; 25; 0,0
14-10-16 08:30; ; ; ; ; ; ; 0,0
14-10-16 09:00; 0,0; 5; 13; 19; 0,00; 22; 0,0
14-10-16 09:30; ; ; ; ; ; ; 0,0
14-10-16 10:00; 0,0; 9; 13; 29; 0,00; 20; 0,0
14-10-16 10:30; ; ; ; ; ; ; 0,0
14-10-16 11:00; 0,0; 4; 10; 31; 0,00; 16; 0,0
14-10-16 11:30; ; ; ; ; ; ; 0,0
14-10-16 12:00; 0,0; 4; 12; 36; 0,00; 16; 0,0
14-10-16 12:30; ; ; ; ; ; ; 0,0
14-10-16 13:00; 0,0; 4; 12; 38; 0,00; 18; 0,0
14-10-16 13:30; ; ; ; ; ; ; 0,0
14-10-16 14:00; 0,0; 2; 12; 38; 0,00; 16; 0,0
14-10-16 14:30; ; ; ; ; ; ; 0,0
14-10-16 15:00; 0,0; 2; 12; 42; 0,00; 18; 0,0
14-10-16 15:30; ; ; ; ; ; ; 0,0
14-10-16 16:00; 0,0; 2; 17; 41; 0,00; 20; 0,0
14-10-16 16:30; ; ; ; ; ; ; 0,0
14-10-16 17:00; 0,0; 1; 22; 42; 0,00; 19; 0,0
14-10-16 17:30; ; ; ; ; ; ; 0,0
14-10-16 18:00; 0,0; 1; 29; 41; 0,00; 19; 0,0
14-10-16 18:30; ; ; ; ; ; ; 0,0
14-10-16 19:00; 0,0; 37; 37; 41; 0,00; 21; 0,0
14-10-16 19:30; ; ; ; ; ; ; 0,0
14-10-16 20:00; 0,0; 50; 35; 45; 0,00; 31; 0,0
14-10-16 20:30; ; ; ; ; ; ; 0,0
14-10-16 21:00; 0,0; 50; 27; 47; 0,00; 27; 0,0
14-10-16 21:30; ; ; ; ; ; ; 0,0
14-10-16 22:00; 0,0; 69; 29; 49; 0,00; 22; 0,0
14-10-16 22:30; ; ; ; ; ; ; 0,0
14-10-16 23:00; 0,0; 43; 25; 47; 0,00; 30; 0,0
14-10-16 23:30; ; ; ; ; ; ; 0,0
15-10-16 00:00; 0,0; 34; 24; 48; 0,00; 31; 0,0
15-10-16 00:30; ; ; ; ; ; ; 0,0
15-10-16 01:00; 0,0; 28; 19; 47; 0,00; 24; 0,0
15-10-16 01:30; ; ; ; ; ; ; 0,0
15-10-16 02:00; 0,0; 25; 18; 47; 0,00; 22; 0,0
15-10-16 02:30; ; ; ; ; ; ; 0,0
15-10-16 03:00; 0,0; 17; 16; 47; 0,00; 20; 0,0
15-10-16 03:30; ; ; ; ; ; ; 0,0
15-10-16 04:00; 0,0; 21; 16; 46; 0,00; 22; 0,0
15-10-16 04:30; ; ; ; ; ; ; 0,0
15-10-16 05:00; 0,0; 34; 14; 46; 0,00; 24; 0,0
15-10-16 05:30; ; ; ; ; ; ; 0,0
15-10-16 06:00; 0,0; 55; 15; 44; 0,00; 25; 0,0
15-10-16 06:30; ; ; ; ; ; ; 0,0
15-10-16 07:00; 0,0; 86; 17; 40; 0,00; 24; 0,0
15-10-16 07:30; ; ; ; ; ; ; 0,0
15-10-16 08:00; 0,0; 61; 19; 31; 0,00; 31; 0,0
15-10-16 08:30; ; ; ; ; ; ; 0,0
15-10-16 09:00; 0,0; 59; 25; 29; 0,00; 31; 0,0
15-10-16 09:30; ; ; ; ; ; ; 0,0
15-10-16 10:00; 0,0; 27; 21; 33; 0,00; 33; 0,0
15-10-16 10:30; ; ; ; ; ; ; 0,0
15-10-16 11:00; 0,0; 28; 21; 31; 0,00; 30; 0,0
15-10-16 11:30; ; ; ; ; ; ; 0,0
15-10-16 12:00; 0,0; 54; 28; 28; 0,00; 31; 0,0
15-10-16 12:30; ; ; ; ; ; ; 0,0
15-10-16 13:00; 0,0; 36; 25; 29; 0,00; 23; 0,0
15-10-16 13:30; ; ; ; ; ; ; 0,0
15-10-16 14:00; 0,0; 35; 23; 27; 0,00; 19; 0,0
15-10-16 14:30; ; ; ; ; ; ; 0,0
15-10-16 15:00; 0,0; 37; 25; 17; 0,00; 14; 0,0
15-10-16 15:30; ; ; ; ; ; ; 0,0
15-10-16 16:00; 0,0; 37; 25; 12; 0,00; 12; 0,0
15-10-16 16:30; ; ; ; ; ; ; 0,0
15-10-16 17:00; 0,0; 62; 34; 13; 0,00; 13; 0,0
15-10-16 17:30; ; ; ; ; ; ; 0,0
15-10-16 18:00; 0,0; 45; 34; 12; 0,00; 22; 0,0
15-10-16 18:30; ; ; ; ; ; ; 0,0
15-10-16 19:00; 0,0; 37; 29; 13; 0,00; 12; 0,0
15-10-16 19:30; ; ; ; ; ; ; 0,0
15-10-16 20:00; 0,0; 40; 29; 12; 0,00; 18; 0,0
15-10-16 20:30; ; ; ; ; ; ; 0,0
15-10-16 21:00; 0,0; 48; 30; 10; 0,00; 23; 0,0
15-10-16 21:30; ; ; ; ; ; ; 0,0
15-10-16 22:00; 0,0; 19; 20; 8; 0,00; 23; 0,0
15-10-16 22:30; ; ; ; ; ; ; 0,0
15-10-16 23:00; 0,0; 30; 20; 6; 0,00; 22; 0,0
15-10-16 23:30; ; ; ; ; ; ; 0,0
16-10-16 00:00; 0,0; 50; 22; 7; 0,00; 28; 0,0
16-10-16 00:30; ; ; ; ; ; ; 0,0
16-10-16 01:00; 0,0; 56; 20; 6; 0,00; 27; 0,0
16-10-16 01:30; ; ; ; ; ; ; 0,0
16-10-16 02:00; 0,0; 31; 15; 5; 0,00; 23; 0,0
16-10-16 02:30; ; ; ; ; ; ; 0,0
16-10-16 03:00; 0,0; 32; 13; 5; 0,00; 23; 0,0
16-10-16 03:30; ; ; ; ; ; ; 0,0
16-10-16 04:00; 0,0; 14; 14; 6; 0,00; 21; 0,0
16-10-16 04:30; ; ; ; ; ; ; 0,0
16-10-16 05:00; 0,0; 31; 10; 5; 0,00; 19; 0,0
16-10-16 05:30; ; ; ; ; ; ; 0,0
16-10-16 06:00; 0,0; 31; 9; 5; 0,00; 16; 0,0
16-10-16 06:30; ; ; ; ; ; ; 0,0
16-10-16 07:00; 0,0; 32; 9; 5; 0,00; 16; 0,0
16-10-16 07:30; ; ; ; ; ; ; 0,0
16-10-16 08:00; 0,0; 62; 11; 6; 0,00; 18; 0,0
16-10-16 08:30; ; ; ; ; ; ; 0,0
16-10-16 09:00; 0,0; 54; 16; 9; 0,00; 22; 0,0
16-10-16 09:30; ; ; ; ; ; ; 0,0
16-10-16 10:00; 0,0; 72; 22; 12; 0,00; 17; 0,0
16-10-16 10:30; ; ; ; ; ; ; 0,0
16-10-16 11:00; 0,0; 40; 20; 18; 0,00; 13; 0,0
16-10-16 11:30; ; ; ; ; ; ; 0,0
16-10-16 12:00; 0,0; 14; 16; 24; 0,00; 9; 0,0
16-10-16 12:30; ; ; ; ; ; ; 0,0
16-10-16 13:00; 0,0; 10; 18; 30; 0,00; 5; 0,0
16-10-16 13:30; ; ; ; ; ; ; 0,0
16-10-16 14:00; 0,0; 10; 19; 37; 0,00; 8; 0,0
16-10-16 14:30; ; ; ; ; ; ; 0,0
16-10-16 15:00; 0,0; 4; 16; 50; 0,00; 7; 0,0
16-10-16 15:30; ; ; ; ; ; ; 0,0
16-10-16 16:00; 0,0; 6; 17; 43; 0,00; 7; 0,0
16-10-16 16:30; ; ; ; ; ; ; 0,0
16-10-16 17:00; 0,0; 2; 14; 37; 0,00; 6; 0,0
16-10-16 17:30; ; ; ; ; ; ; 0,0
16-10-16 18:00; 0,0; 1; 16; 26; 0,00; 7; 0,0
16-10-16 18:30; ; ; ; ; ; ; 0,0
16-10-16 19:00; 0,0; 1; 17; 16; 0,00; 11; 0,0
16-10-16 19:30; ; ; ; ; ; ; 0,0
16-10-16 20:00; 0,0; 1; 16; 12; 0,00; 13; 0,0
16-10-16 20:30; ; ; ; ; ; ; 0,0
16-10-16 21:00; 0,0; 1; 14; 11; 0,00; 16; 0,0
16-10-16 21:30; ; ; ; ; ; ; 0,0
16-10-16 22:00; 0,0; 1; 13; 11; 0,00; 21; 0,0
16-10-16 22:30; ; ; ; ; ; ; 0,0
16-10-16 23:00; 0,0; 1; 13; 8; 0,00; 33; 0,0
16-10-16 23:30; ; ; ; ; ; ; 0,0
17-10-16 00:00; 0,0; 1; 12; 6; 0,00; 29; 0,0
17-10-16 00:30; ; ; ; ; ; ; 0,0
17-10-16 01:00; 0,0; 1; 11; 5; 0,00; 25; 0,0
17-10-16 01:30; ; ; ; ; ; ; 0,0
17-10-16 02:00; 0,0; 1; 11; 5; 0,00; 22; 0,0
17-10-16 02:30; ; ; ; ; ; ; 0,0
17-10-16 03:00; 0,0; 1; 11; 5; 0,00; 18; 0,0
17-10-16 03:30; ; ; ; ; ; ; 0,0
17-10-16 04:00; 0,0; 1; 11; 5; 0,00; 15; 0,0
17-10-16 04:30; ; ; ; ; ; ; 0,0
17-10-16 05:00; 0,0; 1; 11; 5; 0,00; 14; 0,0
17-10-16 05:30; ; ; ; ; ; ; 0,0
17-10-16 06:00; 0,0; 1; 12; 8; 0,00; 19; 0,0
17-10-16 06:30; ; ; ; ; ; ; 0,0
17-10-16 07:00; 0,0; 2; 14; 7; 0,00; 24; 0,0
17-10-16 07:30; ; ; ; ; ; ; 0,0
17-10-16 08:00; 0,0; 5; 15; 7; 0,00; 38; 0,0
17-10-16 08:30; ; ; ; ; ; ; 0,0
17-10-16 09:00; 0,0; 7; 15; 9; 0,00; 35; 0,0
17-10-16 09:30; ; ; ; ; ; ; 0,0
17-10-16 10:00; 0,0; 9; 16; 21; 0,00; 35; 0,0
17-10-16 10:30; ; ; ; ; ; ; 0,0
17-10-16 11:00; 0,0; 23; 21; 24; 0,00; 42; 0,0
17-10-16 11:30; ; ; ; ; ; ; 0,0
17-10-16 12:00; 0,0; 18; 17; 24; 0,00; 30; 0,0
17-10-16 12:30; ; ; ; ; ; ; 0,0
17-10-16 13:00; 0,0; 4; 13; 29; 0,00; 18; 0,0
17-10-16 13:30; ; ; ; ; ; ; 0,0
17-10-16 14:00; 0,0; 6; 16; 29; 0,00; 15; 0,0
17-10-16 14:30; ; ; ; ; ; ; 0,0
17-10-16 15:00; 0,0; 28; 25; 28; 0,00; 17; 0,0
17-10-16 15:30; ; ; ; ; ; ; 0,0
17-10-16 16:00; 0,0; 44; 29; 25; 0,00; 20; 0,0
17-10-16 16:30; ; ; ; ; ; ; 0,0
17-10-16 17:00; 0,0; 10; 23; 19; 0,00; 18; 0,0
17-10-16 17:30; ; ; ; ; ; ; 0,0
17-10-16 18:00; 0,0; 4; 23; 11; 0,00; 24; 0,0
17-10-16 18:30; ; ; ; ; ; ; 0,0
17-10-16 19:00; 0,0; 4; 25; 12; 0,00; 41; 0,0
17-10-16 19:30; ; ; ; ; ; ; 0,0
17-10-16 20:00; 0,0; 8; 22; 17; 0,00; 52; 0,0
17-10-16 20:30; ; ; ; ; ; ; 0,0
17-10-16 21:00; 0,0; 4; 21; 19; 0,00; 40; 0,0
17-10-16 21:30; ; ; ; ; ; ; 0,0
17-10-16 22:00; 0,0; 24; 21; 25; 0,00; 31; 0,0
17-10-16 22:30; ; ; ; ; ; ; 0,0
17-10-16 23:00; 0,0; 45; 18; 28; 0,00; 26; 0,0
17-10-16 23:30; ; ; ; ; ; ; 0,0
18-10-16 00:00; 0,0; 27; 18; 29; 0,00; 23; 0,0
18-10-16 00:30; ; ; ; ; ; ; 0,0
18-10-16 01:00; 0,0; 3; 16; 28; 0,00; 21; 0,0
18-10-16 01:30; ; ; ; ; ; ; 0,0
18-10-16 02:00; 0,0; 1; 11; 24; 0,00; 20; 0,0
18-10-16 02:30; ; ; ; ; ; ; 0,0
18-10-16 03:00; 0,0; 10; 15; 20; 0,00; 21; 0,0
18-10-16 03:30; ; ; ; ; ; ; 0,0
18-10-16 04:00; 0,0; 10; 13; 19; 0,00; 23; 0,0
18-10-16 04:30; ; ; ; ; ; ; 0,0
18-10-16 05:00; 0,0; 22; 16; 16; 0,00; 25; 0,0
18-10-16 05:30; ; ; ; ; ; ; 0,0
18-10-16 06:00; 0,0; 41; 21; 8; 0,00; 26; 0,0
18-10-16 06:30; ; ; ; ; ; ; 0,0
18-10-16 07:00; 0,0; 84; 32; 6; 0,00; 31; 0,0
18-10-16 07:30; ; ; ; ; ; ; 0,0
18-10-16 08:00; 0,0; 80; 32; 6; 0,00; 33; 0,0
18-10-16 08:30; ; ; ; ; ; ; 0,0
18-10-16 09:00; 0,0; 97; 30; 7; 0,00; 32; 0,0
18-10-16 09:30; ; ; ; ; ; ; 0,0
18-10-16 10:00; 0,0; 67; 24; 7; 0,00; 31; 0,0
18-10-16 10:30; ; ; ; ; ; ; 0,0
18-10-16 11:00; 0,0; 75; 28; 7; 0,00; 29; 0,0
18-10-16 11:30; ; ; ; ; ; ; 0,0
18-10-16 12:00; 0,0; 46; 26; 7; 0,00; 14; 0,0
18-10-16 12:30; ; ; ; ; ; ; 0,0
18-10-16 13:00; 0,0; 59; 29; 8; 0,00; 11; 0,0
18-10-16 13:30; ; ; ; ; ; ; 0,0
18-10-16 14:00; 0,0; 64; 26; 7; 0,00; 11; 0,0
18-10-16 14:30; ; ; ; ; ; ; 0,0
18-10-16 15:00; 0,0; 69; 32; 7; 0,00; 15; 0,0
18-10-16 15:30; ; ; ; ; ; ; 0,0
18-10-16 16:00; 0,0; 73; 33; 7; 0,00; 15; 0,0
18-10-16 16:30; ; ; ; ; ; ; 0,0
18-10-16 17:00; 0,0; 62; 31; 7; 0,00; 15; 0,0
18-10-16 17:30; ; ; ; ; ; ; 0,0
18-10-16 18:00; 0,0; 49; 29; 5; 0,00; 18; 0,0
18-10-16 18:30; ; ; ; ; ; ; 0,0
18-10-16 19:00; 0,0; 22; 27; 5; 0,00; 10; 0,0
18-10-16 19:30; ; ; ; ; ; ; 0,0
18-10-16 20:00; 0,0; 14; 24; 5; 0,00; 15; 0,0
18-10-16 20:30; ; ; ; ; ; ; 0,0
18-10-16 21:00; 0,0; 12; 21; 5; 0,00; 21; 0,0
18-10-16 21:30; ; ; ; ; ; ; 0,0
18-10-16 22:00; 0,0; 19; 19; 5; 0,00; 20; 0,0
18-10-16 22:30; ; ; ; ; ; ; 0,0
