Datum Zeit; BEN; NO; NO2; PM10; SO2; PM2.5; O3
; µg/m³; µg/m³; µg/m³; µg/m³; µg/m³; µg/m³; µg/m³
13-10-16 00:00; 1,0; 5; 14; 3; 0,0; 0,00; 8
13-10-16 00:30; 0,0; 0; ; ; ; ; 
13-10-16 01:00; 1,0; 5; 12; 3; 0,0; 0,00; 8
13-10-16 01:30; 0,0; 0; ; ; ; ; 
13-10-16 02:00; 0,9; 9; 12; 4; 0,0; 0,00; 9
13-10-16 02:30; 0,0; 0; ; ; ; ; 
13-10-16 03:00; 0,9; 10; 13; 5; 0,0; 0,00; 9
13-10-16 03:30; 0,0; 0; ; ; ; ; 
13-10-16 04:00; 1,0; 21; 14; 5; 0,0; 0,00; 9
13-10-16 04:30; 0,0; 0; ; ; ; ; 
13-10-16 05:00; 0,9; 41; 18; 5; 0,0; 0,00; 12
13-10-16 05:30; 0,0; 0; ; ; ; ; 
13-10-16 06:00; 1,1; 109; 26; 6; 0,0; 0,00; 12
13-10-16 06:30; 0,0; 0; ; ; ; ; 
13-10-16 07:00; 1,3; 129; 32; 7; 0,0; 0,00; 11
13-10-16 07:30; 0,0; 0; ; ; ; ; 
13-10-16 08:00; 1,4; 129; 31; 6; 0,0; 0,00; 11
13-10-16 08:30; 0,0; 0; ; ; ; ; 
13-10-16 09:00; 1,1; 118; 31; 6; 0,0; 0,00; 13
13-10-16 09:30; 0,0; 0; ; ; ; ; 
13-10-16 10:00; 1,1; 80; 29; 7; 0,0; 0,00; 16
13-10-16 10:30; 0,0; 0; ; ; ; ; 
13-10-16 11:00; ; 94; 32; 7; 0,0; 0,00; 19
13-10-16 11:30; 0,0; 0; ; ; ; ; 
13-10-16 12:00; ; 56; 23; 6; 0,0; 0,00; 18
13-10-16 12:30; 0,0; 0; ; ; ; ; 
13-10-16 13:00; ; 51; 24; 6; 0,0; 0,00; 20
13-10-16 13:30; 0,0; 0; ; ; ; ; 
13-10-16 14:00; ; 43; 25; 8; 0,0; 0,00; 25
13-10-16 14:30; 0,0; 0; ; ; ; ; 
13-10-16 15:00; ; 66; 31; 9; 0,0; 0,00; 31
13-10-16 15:30; 0,0; 0; ; ; ; ; 
13-10-16 16:00; 0,9; 94; 39; 9; 0,0; 0,00; 29
13-10-16 16:30; 0,0; 0; ; ; ; ; 
13-10-16 17:00; 1,0; 83; 39; 9; 0,0; 0,00; 27
13-10-16 17:30; 0,0; 0; ; ; ; ; 
13-10-16 18:00; 0,7; 49; 34; 12; 0,0; 0,00; 26
13-10-16 18:30; 0,0; 0; ; ; ; ; 
13-10-16 19:00; 0,8; 30; 30; 11; 0,0; 0,00; 23
13-10-16 19:30; 0,0; 0; ; ; ; ; 
13-10-16 20:00; 0,8; 19; 25; 10; 0,0; 0,00; 23
13-10-16 20:30; 0,0; 0; ; ; ; ; 
13-10-16 21:00; 0,7; 9; 17; 10; 0,0; 0,00; 24
13-10-16 21:30; 0,0; 0; ; ; ; ; 
13-10-16 22:00; 0,7; 8; 15; 11; 0,0; 0,00; 25
13-10-16 22:30; 0,0; 0; ; ; ; ; 
13-10-16 23:00; 0,7; 4; 11; 12; 0,0; 0,00; 25
13-10-16 23:30; 0,0; 0; ; ; ; ; 
14-10-16 00:00; 0,7; 4; 10; 14; 0,0; 0,00; 24
14-10-16 00:30; 0,0; 0; ; ; ; ; 
14-10-16 01:00; 0,7; 2; 10; 15; 0,0; 0,00; 24
14-10-16 01:30; 0,0; 0; ; ; ; ; 
14-10-16 02:00; 0,7; 2; 10; 16; 0,0; 0,00; 24
14-10-16 02:30; 0,0; 0; ; ; ; ; 
14-10-16 03:00; 0,7; 7; 13; 18; 0,0; 0,00; 24
14-10-16 03:30; 0,0; 0; ; ; ; ; 
14-10-16 04:00; 0,8; 16; 15; 19; 0,0; 0,00; 23
14-10-16 04:30; 0,0; 0; ; ; ; ; 
14-10-16 05:00; 0,8; 21; 21; 19; 0,0; 0,00; 21
14-10-16 05:30; 0,0; 0; ; ; ; ; 
14-10-16 06:00; 0,9; 35; 28; 19; 0,0; 0,00; 19
14-10-16 06:30; 0,0; 0; ; ; ; ; 
14-10-16 07:00; 1,0; 83; 41; 18; 0,0; 0,00; 14
14-10-16 07:30; 0,0; 0; ; ; ; ; 
14-10-16 08:00; 1,1; 130; 44; 18; 0,0; 0,00; 13
14-10-16 08:30; 0,0; 0; ; ; ; ; 
14-10-16 09:00; 1,2; 147; 43; 17; 0,0; 0,00; 16
14-10-16 09:30; 0,0; 0; ; ; ; ; 
14-10-16 10:00; 1,1; 45; 25; 17; 0,0; 0,00; 19
14-10-16 10:30; 0,0; 0; ; ; ; ; 
14-10-16 11:00; 1,2; 32; 19; 19; 0,0; 0,00; 24
14-10-16 11:30; 0,0; 0; ; ; ; ; 
14-10-16 12:00; 1,2; 26; 20; 19; 0,0; 0,00; 27
14-10-16 12:30; 0,0; 0; ; ; ; ; 
14-10-16 13:00; 1,3; 32; 23; 18; 0,0; 0,00; 29
14-10-16 13:30; 0,0; 0; ; ; ; ; 
14-10-16 14:00; 1,4; 29; 24; 21; 0,0; 0,00; 30
14-10-16 14:30; 0,0; 0; ; ; ; ; 
14-10-16 15:00; 1,4; 35; 28; 23; 0,0; 0,00; 35
14-10-16 15:30; 0,0; 0; ; ; ; ; 
14-10-16 16:00; 1,3; 29; 27; 22; 0,0; 0,00; 40
14-10-16 16:30; 0,0; 0; ; ; ; ; 
14-10-16 17:00; 1,2; 44; 33; 23; 0,0; 0,00; 33
14-10-16 17:30; 0,0; 0; ; ; ; ; 
14-10-16 18:00; 1,1; 27; 27; 19; 0,0; 0,00; 29
14-10-16 18:30; 0,0; 0; ; ; ; ; 
14-10-16 19:00; 1,2; 29; 31; 20; 0,0; 0,00; 26
14-10-16 19:30; 0,0; 0; ; ; ; ; 
14-10-16 20:00; 1,1; 16; 21; 19; 0,0; 0,00; 29
14-10-16 20:30; 0,0; 0; ; ; ; ; 
14-10-16 21:00; 1,1; 7; 16; 20; 0,0; 0,00; 31
14-10-16 21:30; 0,0; 0; ; ; ; ; 
14-10-16 22:00; 1,3; 28; 27; 21; 0,0; 0,00; 31
14-10-16 22:30; 0,0; 0; ; ; ; ; 
14-10-16 23:00; 1,1; 4; 12; 23; 0,0; 0,00; 31
14-10-16 23:30; 0,0; 0; ; ; ; ; 
15-10-16 00:00; 0,9; 2; 10; 22; 0,0; 0,00; 28
15-10-16 00:30; 0,0; 0; ; ; ; ; 
15-10-16 01:00; 0,9; 3; 11; 22; 0,0; 0,00; 29
15-10-16 01:30; 0,0; 0; ; ; ; ; 
15-10-16 02:00; 1,0; 1; 10; 21; 0,0; 0,00; 28
15-10-16 02:30; 0,0; 0; ; ; ; ; 
15-10-16 03:00; 0,9; 3; 13; 20; 0,0; 0,00; 24
15-10-16 03:30; 0,0; 0; ; ; ; ; 
15-10-16 04:00; 0,9; 1; 12; 20; 0,0; 0,00; 23
15-10-16 04:30; 0,0; 0; ; ; ; ; 
15-10-16 05:00; 0,9; 9; 17; 19; 0,0; 0,00; 19
15-10-16 05:30; 0,0; 0; ; ; ; ; 
15-10-16 06:00; 1,0; 5; 11; 18; 0,0; 0,00; 16
15-10-16 06:30; 0,0; 0; ; ; ; ; 
15-10-16 07:00; 1,1; 6; 10; 19; 0,0; 0,00; 13
15-10-16 07:30; 0,0; 0; ; ; ; ; 
15-10-16 08:00; 1,3; 14; 15; 22; 0,0; 0,00; 11
15-10-16 08:30; 0,0; 0; ; ; ; ; 
15-10-16 09:00; 1,2; 22; 19; 23; 0,0; 0,00; 8
15-10-16 09:30; 0,0; 0; ; ; ; ; 
15-10-16 10:00; 1,8; 25; 20; 24; 0,0; 0,00; 13
15-10-16 10:30; 0,0; 0; ; ; ; ; 
15-10-16 11:00; 2,5; 32; 22; 23; 0,0; 0,00; 21
15-10-16 11:30; 0,0; 0; ; ; ; ; 
15-10-16 12:00; 3,3; 26; 19; 20; 0,0; 0,00; 22
15-10-16 12:30; 0,0; 0; ; ; ; ; 
15-10-16 13:00; 2,6; 17; 20; 22; 0,0; 0,00; 23
15-10-16 13:30; 0,0; 0; ; ; ; ; 
15-10-16 14:00; 3,3; 16; 21; 25; 0,0; 0,00; 28
15-10-16 14:30; 0,0; 0; ; ; ; ; 
15-10-16 15:00; 3,7; 14; 15; 30; 0,0; 0,00; 30
15-10-16 15:30; 0,0; 0; ; ; ; ; 
15-10-16 16:00; 2,9; 9; 18; 18; 0,0; 0,00; 26
15-10-16 16:30; 0,0; 0; ; ; ; ; 
15-10-16 17:00; 3,3; 20; 28; 11; 0,0; 0,00; 19
15-10-16 17:30; 0,0; 0; ; ; ; ; 
15-10-16 18:00; 3,8; 35; 35; 12; 0,0; 0,00; 21
15-10-16 18:30; 0,0; 0; ; ; ; ; 
15-10-16 19:00; 2,4; 46; 33; 13; 0,0; 0,00; 22
15-10-16 19:30; 0,0; 0; ; ; ; ; 
15-10-16 20:00; 3,1; 24; 26; 16; 0,0; 0,00; 21
15-10-16 20:30; 0,0; 0; ; ; ; ; 
15-10-16 21:00; 3,3; 24; 16; 13; 0,0; 0,00; 17
15-10-16 21:30; 0,0; 0; ; ; ; ; 
15-10-16 22:00; 2,5; 23; 14; 22; 0,0; 0,00; 14
15-10-16 22:30; 0,0; 0; ; ; ; ; 
15-10-16 23:00; 2,9; 24; 16; 23; 0,0; 0,00; 18
15-10-16 23:30; 0,0; 0; ; ; ; ; 
16-10-16 00:00; 2,6; 19; 16; 15; 0,0; 0,00; 11
16-10-16 00:30; 0,0; 0; ; ; ; ; 
16-10-16 01:00; 2,2; 10; 15; 13; 0,0; 0,00; 9
16-10-16 01:30; 0,0; 0; ; ; ; ; 
16-10-16 02:00; 1,9; 9; 11; 11; 0,0; 0,00; 9
16-10-16 02:30; 0,0; 0; ; ; ; ; 
16-10-16 03:00; 1,5; 10; 10; 10; 0,0; 0,00; 7
16-10-16 03:30; 0,0; 0; ; ; ; ; 
16-10-16 04:00; 1,3; 4; 7; 11; 0,0; 0,00; 11
16-10-16 04:30; 0,0; 0; ; ; ; ; 
16-10-16 05:00; 1,3; 8; 7; 12; 0,0; 0,00; 7
16-10-16 05:30; 0,0; 0; ; ; ; ; 
16-10-16 06:00; 1,5; 7; 9; 9; 0,0; 0,00; 4
16-10-16 06:30; 0,0; 0; ; ; ; ; 
16-10-16 07:00; 1,6; 11; 10; 9; 0,0; 0,00; 3
16-10-16 07:30; 0,0; 0; ; ; ; ; 
16-10-16 08:00; 2,2; 15; 10; 9; 0,0; 0,00; 3
16-10-16 08:30; 0,0; 0; ; ; ; ; 
16-10-16 09:00; 2,2; 14; 8; 11; 0,0; 0,00; 9
16-10-16 09:30; 0,0; 0; ; ; ; ; 
16-10-16 10:00; 2,2; 30; 15; 8; 0,0; 0,00; 15
16-10-16 10:30; 0,0; 0; ; ; ; ; 
16-10-16 11:00; 2,1; 10; 9; 12; 0,0; 0,00; 25
16-10-16 11:30; 0,0; 0; ; ; ; ; 
16-10-16 12:00; 1,6; 22; 21; 8; 0,0; 0,00; 33
16-10-16 12:30; 0,0; 0; ; ; ; ; 
16-10-16 13:00; 1,3; 14; 20; 7; 0,0; 0,00; 51
16-10-16 13:30; 0,0; 0; ; ; ; ; 
16-10-16 14:00; 1,4; 10; 18; 6; 0,0; 0,00; 60
16-10-16 14:30; 0,0; 0; ; ; ; ; 
16-10-16 15:00; 1,7; 11; 22; 6; 0,0; 0,00; 61
16-10-16 15:30; 0,0; 0; ; ; ; ; 
16-10-16 16:00; 1,3; 12; 27; 4; 0,0; 0,00; 57
16-10-16 16:30; 0,0; 0; ; ; ; ; 
16-10-16 17:00; 1,1; 58; 56; 6; 0,0; 0,00; 60
16-10-16 17:30; 0,0; 0; ; ; ; ; 
16-10-16 18:00; 1,0; 65; 38; 9; 0,0; 0,00; 50
16-10-16 18:30; 0,0; 0; ; ; ; ; 
16-10-16 19:00; 1,1; 34; 26; 14; 0,0; 0,00; 28
16-10-16 19:30; 0,0; 0; ; ; ; ; 
16-10-16 20:00; 1,2; 40; 20; 44; 0,0; 0,00; 26
16-10-16 20:30; 0,0; 0; ; ; ; ; 
16-10-16 21:00; 1,3; 15; 13; 37; 0,0; 0,00; 21
16-10-16 21:30; 0,0; 0; ; ; ; ; 
16-10-16 22:00; 1,8; 40; 13; 28; 0,0; 0,00; 11
16-10-16 22:30; 0,0; 0; ; ; ; ; 
16-10-16 23:00; 1,5; 31; 12; 23; 0,0; 0,00; 11
16-10-16 23:30; 0,0; 0; ; ; ; ; 
17-10-16 00:00; 1,3; 14; 13; 18; 0,0; 0,00; 12
17-10-16 00:30; 0,0; 0; ; ; ; ; 
17-10-16 01:00; 1,2; 18; 9; 14; 0,0; 0,00; 14
17-10-16 01:30; 0,0; 0; ; ; ; ; 
17-10-16 02:00; 1,2; 39; 9; 12; 0,0; 0,00; 16
17-10-16 02:30; 0,0; 0; ; ; ; ; 
17-10-16 03:00; 1,2; 54; 10; 12; 0,0; 0,00; 17
17-10-16 03:30; 0,0; 0; ; ; ; ; 
17-10-16 04:00; 1,3; 129; 21; 9; 0,0; 0,00; 14
17-10-16 04:30; 0,0; 0; ; ; ; ; 
17-10-16 05:00; 1,2; 138; 21; 11; 0,0; 0,00; 12
17-10-16 05:30; 0,0; 0; ; ; ; ; 
17-10-16 06:00; 1,2; 244; 34; 10; 0,0; 0,00; 11
17-10-16 06:30; 0,0; 0; ; ; ; ; 
17-10-16 07:00; ; 232; 38; 14; 0,0; 0,00; 8
17-10-16 07:30; 0,0; 0; ; ; ; ; 
17-10-16 08:00; ; 132; 30; 14; 0,0; 0,00; 8
17-10-16 08:30; 0,0; 0; ; ; ; ; 
17-10-16 09:00; ; 48; 25; 20; 0,0; 0,00; 10
17-10-16 09:30; 0,0; 0; ; ; ; ; 
17-10-16 10:00; ; 62; 33; 18; 0,0; 0,00; 14
17-10-16 10:30; 0,0; 0; ; ; ; ; 
17-10-16 11:00; ; 24; 27; 17; 0,0; 0,00; 19
17-10-16 11:30; 0,0; 0; ; ; ; ; 
17-10-16 12:00; 1,6; 26; 27; 13; 0,0; 0,00; 25
17-10-16 12:30; 0,0; 0; ; ; ; ; 
17-10-16 13:00; 1,5; 19; 22; 12; 0,0; 0,00; 28
17-10-16 13:30; 0,0; 0; ; ; ; ; 
17-10-16 14:00; 1,8; 31; 34; 14; 0,0; 0,00; 25
17-10-16 14:30; 0,0; 0; ; ; ; ; 
17-10-16 15:00; 1,7; 23; 33; 16; 0,0; 0,00; 19
17-10-16 15:30; 0,0; 0; ; ; ; ; 
17-10-16 16:00; 1,8; 31; 38; 14; 0,0; 0,00; 19
17-10-16 16:30; 0,0; 0; ; ; ; ; 
17-10-16 17:00; 1,7; 51; 47; 18; 0,0; 0,00; 13
17-10-16 17:30; 0,0; 0; ; ; ; ; 
17-10-16 18:00; 2,1; 106; 61; 17; 0,0; 0,00; 13
17-10-16 18:30; 0,0; 0; ; ; ; ; 
17-10-16 19:00; 2,5; 37; 36; 18; 0,0; 0,00; 5
17-10-16 19:30; 0,0; 0; ; ; ; ; 
17-10-16 20:00; 2,5; 9; 22; 18; 0,0; 0,00; 3
17-10-16 20:30; 0,0; 0; ; ; ; ; 
17-10-16 21:00; 2,2; 4; 16; 22; 0,0; 0,00; 3
17-10-16 21:30; 0,0; 0; ; ; ; ; 
17-10-16 22:00; 2,3; 3; 13; 23; 0,0; 0,00; 3
17-10-16 22:30; 0,0; 0; ; ; ; ; 
17-10-16 23:00; 2,4; 3; 12; 23; 0,0; 0,00; 2
17-10-16 23:30; 0,0; 0; ; ; ; ; 
18-10-16 00:00; 2,0; 2; 11; 22; 0,0; 0,00; 2
18-10-16 00:30; 0,0; 0; ; ; ; ; 
18-10-16 01:00; 1,9; 2; 11; 21; 0,0; 0,00; 2
18-10-16 01:30; 0,0; 0; ; ; ; ; 
18-10-16 02:00; 2,1; 2; 10; 22; 0,0; 0,00; 4
18-10-16 02:30; 0,0; 0; ; ; ; ; 
18-10-16 03:00; 1,9; 5; 11; 23; 0,0; 0,00; 3
18-10-16 03:30; 0,0; 0; ; ; ; ; 
18-10-16 04:00; 1,8; 16; 14; 24; 0,0; 0,00; 2
18-10-16 04:30; 0,0; 0; ; ; ; ; 
18-10-16 05:00; 1,9; 33; 19; 24; 0,0; 0,00; 2
18-10-16 05:30; 0,0; 0; ; ; ; ; 
18-10-16 06:00; 2,4; 75; 26; 26; 0,0; 0,00; 2
18-10-16 06:30; 0,0; 0; ; ; ; ; 
18-10-16 07:00; 2,6; 93; 29; 28; 0,0; 0,00; 2
18-10-16 07:30; 0,0; 0; ; ; ; ; 
18-10-16 08:00; 2,8; 79; 24; 34; 0,0; 0,00; 3
18-10-16 08:30; 0,0; 0; ; ; ; ; 
18-10-16 09:00; 2,8; 72; 21; 31; 0,0; 0,00; 3
18-10-16 09:30; 0,0; 0; ; ; ; ; 
18-10-16 10:00; 2,8; 103; 24; 25; 0,0; 0,00; 6
18-10-16 10:30; 0,0; 0; ; ; ; ; 
18-10-16 11:00; 2,0; 110; 27; 27; 0,0; 0,00; 15
18-10-16 11:30; 0,0; 0; ; ; ; ; 
18-10-16 12:00; 1,5; 85; 34; 22; 0,0; 0,00; 23
18-10-16 12:30; 0,0; 0; ; ; ; ; 
18-10-16 13:00; 2,1; 57; 32; 17; 0,0; 0,00; 31
18-10-16 13:30; 0,0; 0; ; ; ; ; 
18-10-16 14:00; 2,2; 66; 38; 14; 0,0; 0,00; 27
18-10-16 14:30; 0,0; 0; ; ; ; ; 
18-10-16 15:00; 2,0; 43; 32; 12; 0,0; 0,00; 41
18-10-16 15:30; 0,0; 0; ; ; ; ; 
18-10-16 16:00; 2,5; 52; 42; 13; 0,0; 0,00; 42
18-10-16 16:30; 0,0; 0; ; ; ; ; 
18-10-16 17:00; 3,1; 71; 50; 12; 0,0; 0,00; 34
18-10-16 17:30; 0,0; 0; ; ; ; ; 
18-10-16 18:00; 5,1; 154; 49; 13; 0,0; 0,00; 20
18-10-16 18:30; 0,0; 0; ; ; ; ; 
18-10-16 19:00; 3,2; 77; 35; 13; 0,0; 0,00; 6
18-10-16 19:30; 0,0; 0; ; ; ; ; 
18-10-16 20:00; 2,3; 73; 23; 15; 0,0; 0,00; 33
18-10-16 20:30; 0,0; 0; ; ; ; ; 
18-10-16 21:00; 1,0; 29; 23; 25; 0,0; 0,00; 42
18-10-16 21:30; 0,0; 0; ; ; ; ; 
18-10-16 22:00; 1,4; 19; 26; 27; 0,0; 0,00; 24
18-10-16 22:30; 0,0; 0; ; ; ; ; 
18-10-16 23:00; 1,5; 19; 24; 21; 0,0; 0,00; 16
18-10-16 23:30; 0,0; 0; ; ; ; ; 
19-10-16 00:00; 1,0; 6; 18; 24; 0,0; 0,00; 36
19-10-16 00:30; 0,0; 0; ; ; ; ; 
19-10-16 01:00; 0,6; 2; 12; 21; 0,0; 0,00; 51
19-10-16 01:30; 0,0; 0; ; ; ; ; 
19-10-16 02:00; 0,6; 1; 7; 18; 0,0; 0,00; 40
19-10-16 02:30; 0,0; 0; ; ; ; ; 
19-10-16 03:00; 0,5; 5; 9; 8; 0,0; 0,00; 25
19-10-16 03:30; 0,0; 0; ; ; ; ; 
19-10-16 04:00; 0,6; 6; 11; 7; 0,0; 0,00; 29
19-10-16 04:30; 0,0; 0; ; ; ; ; 
19-10-16 05:00; 0,7; 24; 26; 7; 0,0; 0,00; 41
19-10-16 05:30; 0,0; 0; ; ; ; ; 
19-10-16 06:00; 0,9; 38; 41; 6; 0,0; 0,00; 38
19-10-16 06:30; 0,0; 0; ; ; ; ; 
19-10-16 07:00; 1,1; 64; 49; 5; 0,0; 0,00; 42
19-10-16 07:30; 0,0; 0; ; ; ; ; 
19-10-16 08:00; 1,8; 81; 54; 4; 0,0; 0,00; 31
19-10-16 08:30; 0,0; 0; ; ; ; ; 
19-10-16 09:00; 1,5; 49; 39; 5; 0,0; 0,00; 39
19-10-16 09:30; 0,0; 0; ; ; ; ; 
19-10-16 10:00; 1,1; 26; 26; 5; 0,0; 0,00; 46
19-10-16 10:30; 0,0; 0; ; ; ; ; 
19-10-16 11:00; 1,0; 54; 36; 7; 0,0; 0,00; 54
19-10-16 11:30; 0,0; 0; ; ; ; ; 
19-10-16 12:00; 1,0; 21; 21; 8; 0,0; 0,00; 57
19-10-16 12:30; 0,0; 0; ; ; ; ; 
19-10-16 13:00; 1,0; 36; 28; 7; 0,0; 0,00; 61
19-10-16 13:30; 0,0; 0; ; ; ; ; 
19-10-16 14:00; 1,0; 28; 25; 7; 0,0; 0,00; 63
19-10-16 14:30; 0,0; 0; ; ; ; ; 
19-10-16 15:00; 1,4; 29; 29; 4; 0,0; 0,00; 59
19-10-16 15:30; 0,0; 0; ; ; ; ; 
19-10-16 16:00; 2,2; 35; 33; 5; 0,0; 0,00; 52
19-10-16 16:30; 0,0; 0; ; ; ; ; 
19-10-16 17:00; 2,2; 40; 38; 6; 0,0; 0,00; 47
19-10-16 17:30; 0,0; 0; ; ; ; ; 
19-10-16 18:00; 1,6; 21; 25; 8; 0,0; 0,00; 47
19-10-16 18:30; 0,0; 0; ; ; ; ; 
19-10-16 19:00; 1,6; 12; 18; 7; 0,0; 0,00; 52
19-10-16 19:30; 0,0; 0; ; ; ; ; 
19-10-16 20:00; 1,1; 9; 16; 7; 0,0; 0,00; 51
19-10-16 20:30; 0,0; 0; ; ; ; ; 
19-10-16 21:00; 0,8; 4; 10; 9; 0,0; 0,00; 48
19-10-16 21:30; 0,0; 0; ; ; ; ; 
19-10-16 22:00; 0,7; 3; 9; 9; 0,0; 0,00; 46
19-10-16 22:30; 0,0; 0; ; ; ; ; 
19-10-16 23:00; 0,6; 3; 8; 9; 0,0; 0,00; 49
19-10-16 23:30; 0,0; 0; ; ; ; ; 
20-10-16 00:00; 0,4; 2; 7; 9; 0,0; 0,00; 48
20-10-16 00:30; 0,0; 0; ; ; ; ; 
20-10-16 01:00; 0,3; 1; 6; 7; 0,0; 0,00; 41
20-10-16 01:30; 0,0; 0; ; ; ; ; 
20-10-16 02:00; 0,3; 2; 9; 6; 0,0; 0,00; 42
20-10-16 02:30; 0,0; 0; ; ; ; ; 
20-10-16 03:00; 0,3; 2; 8; 6; 0,0; 0,00; 41
20-10-16 03:30; 0,0; 0; ; ; ; ; 
20-10-16 04:00; 0,3; 19; 19; 4; 0,0; 0,00; 40
20-10-16 04:30; 0,0; 0; ; ; ; ; 
20-10-16 05:00; 0,5; 23; 25; 4; 0,0; 0,00; 28
20-10-16 05:30; 0,0; 0; ; ; ; ; 
20-10-16 06:00; 0,6; 63; 39; 2; 0,0; 0,00; 15
20-10-16 06:30; 0,0; 0; ; ; ; ; 
20-10-16 07:00; 1,5; 93; 47; 3; 0,0; 0,00; 7
20-10-16 07:30; 0,0; 0; ; ; ; ; 
20-10-16 08:00; 1,9; 60; 43; 4; 0,0; 0,00; 10
20-10-16 08:30; 0,0; 0; ; ; ; ; 
20-10-16 09:00; 1,4; 58; 34; 5; 0,0; 0,00; 19
20-10-16 09:30; 0,0; 0; ; ; ; ; 
20-10-16 10:00; 1,1; 52; 32; 7; 0,0; 0,00; 33
20-10-16 10:30; 0,0; 0; ; ; ; ; 
20-10-16 11:00; 1,1; 52; 35; 8; 0,0; 0,00; 43
20-10-16 11:30; 0,0; 0; ; ; ; ; 
20-10-16 12:00; 1,5; 35; 33; 7; 0,0; 0,00; 46
20-10-16 12:30; 0,0; 0; ; ; ; ; 
20-10-16 13:00; 1,1; 53; 39; 8; 0,0; 0,00; 48
20-10-16 13:30; 0,0; 0; ; ; ; ; 
20-10-16 14:00; 0,9; 39; 34; 9; 0,0; 0,00; 47
20-10-16 14:30; 0,0; 0; ; ; ; ; 
20-10-16 15:00; 1,2; 35; 36; 4; 0,0; 0,00; 44
20-10-16 15:30; 0,0; 0; ; ; ; ; 
20-10-16 16:00; 1,0; 28; 32; 4; 0,0; 0,00; 39
20-10-16 16:30; 0,0; 0; ; ; ; ; 
20-10-16 17:00; 1,2; 34; 42; 6; 0,0; 0,00; 37
20-10-16 17:30; 0,0; 0; ; ; ; ; 
20-10-16 18:00; 1,4; 48; 46; 3; 0,0; 0,00; 42
20-10-16 18:30; 0,0; 0; ; ; ; ; 
20-10-16 19:00; 1,5; 31; 40; 2; 0,0; 0,00; 42
20-10-16 19:30; 0,0; 0; ; ; ; ; 
20-10-16 20:00; 1,0; 13; 26; 3; 0,0; 0,00; 39
20-10-16 20:30; 0,0; 0; ; ; ; ; 
20-10-16 21:00; 0,8; 9; 21; 3; 0,0; 0,00; 34
20-10-16 21:30; 0,0; 0; ; ; ; ; 
20-10-16 22:00; 0,8; 9; 17; 6; 0,0; 0,00; 25
20-10-16 22:30; 0,0; 0; ; ; ; ; 
20-10-16 23:00; 0,8; 4; 14; 7; 0,0; 0,00; 32
20-10-16 23:30; 0,0; 0; ; ; ; ; 
21-10-16 00:00; 0,6; 4; 11; 7; 0,0; 0,00; 31
21-10-16 00:30; 0,0; 0; ; ; ; ; 
21-10-16 01:00; 0,8; 3; 10; 7; 0,0; 0,00; 31
21-10-16 01:30; 0,0; 0; ; ; ; ; 
21-10-16 02:00; 0,8; 3; 10; 8; 0,0; 0,00; 29
21-10-16 02:30; 0,0; 0; ; ; ; ; 
21-10-16 03:00; ; 10; 12; 9; 0,0; 0,00; 31
21-10-16 03:30; 0,0; 0; ; ; ; ; 
21-10-16 04:00; ; 16; 15; 7; 0,0; 0,00; 32
21-10-16 04:30; 0,0; 0; ; ; ; ; 
21-10-16 05:00; ; 66; 23; 2; 0,0; 0,00; 46
21-10-16 05:30; 0,0; 0; ; ; ; ; 
21-10-16 06:00; ; 73; 25; 3; 0,0; 0,00; 40
21-10-16 06:30; 0,0; 0; ; ; ; ; 
21-10-16 07:00; ; 74; 31; 3; 0,0; 0,00; 30
21-10-16 07:30; 0,0; 0; ; ; ; ; 
21-10-16 08:00; 1,4; 78; 31; 6; 0,0; 0,00; 22
21-10-16 08:30; 0,0; 0; ; ; ; ; 
21-10-16 09:00; 1,3; 65; 29; 9; 0,0; 0,00; 17
21-10-16 09:30; 0,0; 0; ; ; ; ; 
21-10-16 10:00; 1,3; 20; 19; 5; 0,0; 0,00; 24
21-10-16 10:30; 0,0; 0; ; ; ; ; 
21-10-16 11:00; 1,1; 17; 18; 6; 0,0; 0,00; 36
21-10-16 11:30; 0,0; 0; ; ; ; ; 
21-10-16 12:00; 1,0; 31; 21; 7; 0,0; 0,00; 42
21-10-16 12:30; 0,0; 0; ; ; ; ; 
21-10-16 13:00; 1,5; 36; 22; 4; 0,0; 0,00; 39
21-10-16 13:30; 0,0; 0; ; ; ; ; 
21-10-16 14:00; 1,5; 28; 23; 5; 0,0; 0,00; 42
21-10-16 14:30; 0,0; 0; ; ; ; ; 
21-10-16 15:00; 1,3; 39; 29; 9; 0,0; 0,00; 39
21-10-16 15:30; 0,0; 0; ; ; ; ; 
21-10-16 16:00; 2,2; 64; 44; 10; 0,0; 0,00; 35
21-10-16 16:30; 0,0; 0; ; ; ; ; 
21-10-16 17:00; 2,2; 111; 45; 10; 0,0; 0,00; 33
21-10-16 17:30; 0,0; 0; ; ; ; ; 
21-10-16 18:00; 2,1; 78; 37; 9; 0,0; 0,00; 30
21-10-16 18:30; 0,0; 0; ; ; ; ; 
21-10-16 19:00; 2,0; 45; 29; 10; 0,0; 0,00; 25
21-10-16 19:30; 0,0; 0; ; ; ; ; 
21-10-16 20:00; 2,3; 30; 27; 11; 0,0; 0,00; 25
21-10-16 20:30; 0,0; 0; ; ; ; ; 
21-10-16 21:00; 2,1; 11; 20; 11; 0,0; 0,00; 25
21-10-16 21:30; 0,0; 0; ; ; ; ; 
21-10-16 22:00; 1,3; 8; 16; 13; 0,0; 0,00; 23
