Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
dd-mm-yy,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2016-10-03,20:00,0.0,,,55,3,,1.2
2016-10-03,20:30,,0,0,,,,
2016-10-03,21:00,0.0,,,52,2,,1.0
2016-10-03,21:30,,0,0,,,,
2016-10-03,22:00,0.0,,,55,6,,0.5
2016-10-03,22:30,,0,0,,,,
2016-10-03,23:00,0.0,,,60,7,,0.5
2016-10-03,23:30,,0,0,,,,
2016-10-04,00:00,0.0,,,64,7,,1.1
2016-10-04,00:30,,0,0,,,,
2016-10-04,01:00,0.0,,,75,7,,0.5
2016-10-04,01:30,,0,0,,,,
2016-10-04,02:00,0.0,,,69,7,,0.5
2016-10-04,02:30,,0,0,,,,
2016-10-04,03:00,0.0,,,59,5,,0.5
2016-10-04,03:30,,0,0,,,,
2016-10-04,04:00,0.0,,,57,3,,0.5
2016-10-04,04:30,,0,0,,,,
2016-10-04,05:00,0.0,,,52,1,,1.0
2016-10-04,05:30,,0,0,,,,
2016-10-04,06:00,0.0,,,54,1,,0.5
2016-10-04,06:30,,0,0,,,,
2016-10-04,07:00,0.0,,,55,0,,0.5
2016-10-04,07:30,,0,0,,,,
2016-10-04,08:00,0.0,,,57,1,,0.5
2016-10-04,08:30,,0,0,,,,
2016-10-04,09:00,0.0,,,61,0,,0.5
2016-10-04,09:30,,0,0,,,,
2016-10-04,10:00,0.0,,,63,0,,0.5
2016-10-04,10:30,,0,0,,,,
2016-10-04,11:00,0.0,,,61,2,,0.5
2016-10-04,11:30,,0,0,,,,
2016-10-04,12:00,0.0,,,59,2,,1.1
2016-10-04,12:30,,0,0,,,,
2016-10-04,13:00,0.0,,,61,2,,1.2
2016-10-04,13:30,,0,0,,,,
2016-10-04,14:00,0.0,,,62,6,,1.2
2016-10-04,14:30,,0,0,,,,
2016-10-04,15:00,0.0,,,65,5,,0.5
2016-10-04,15:30,,0,0,,,,
2016-10-04,16:00,0.0,,,65,6,,1.1
2016-10-04,16:30,,0,0,,,,
2016-10-04,17:00,0.0,,,64,5,,1.8
2016-10-04,17:30,,0,0,,,,
2016-10-04,18:00,0.0,,,63,6,,1.7
2016-10-04,18:30,,0,0,,,,
2016-10-04,19:00,0.0,,,61,6,,1.8
2016-10-04,19:30,,0,0,,,,
2016-10-04,20:00,0.0,,,61,5,,1.9
2016-10-04,20:30,,0,0,,,,
2016-10-04,21:00,0.0,,,60,3,,1.4
2016-10-04,21:30,,0,0,,,,
2016-10-04,22:00,0.0,,,53,7,,1.8
2016-10-04,22:30,,0,0,,,,
2016-10-04,23:00,0.0,,,50,6,,1.5
2016-10-04,23:30,,0,0,,,,
