Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
dd-mm-yy,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2016-10-04,02:00,,7,22,,4,,
2016-10-04,02:30,,0,0,0,,,
2016-10-04,03:00,,3,13,,4,,
2016-10-04,03:30,,0,0,0,,,
2016-10-04,04:00,,4,13,,4,,
2016-10-04,04:30,,0,0,0,,,
2016-10-04,05:00,,5,12,,4,,
2016-10-04,05:30,,0,0,0,,,
2016-10-04,06:00,,9,18,,4,,
2016-10-04,06:30,,0,0,0,,,
2016-10-04,07:00,,10,17,,4,,
2016-10-04,07:30,,0,0,0,,,
2016-10-04,08:00,,10,16,,4,,
2016-10-04,08:30,,0,0,0,,,
2016-10-04,09:00,,11,15,,4,,
2016-10-04,09:30,,0,0,0,,,
2016-10-04,10:00,,10,17,,4,,
2016-10-04,10:30,,0,0,0,,,
2016-10-04,11:00,,11,18,,4,,
2016-10-04,11:30,,0,0,0,,,
2016-10-04,12:00,,15,16,,4,,
2016-10-04,12:30,,0,0,0,,,
2016-10-04,13:00,,15,16,,4,,
2016-10-04,13:30,,0,0,0,,,
2016-10-04,14:00,,14,17,,4,,
2016-10-04,14:30,,0,0,0,,,
2016-10-04,15:00,,13,16,,4,,
2016-10-04,15:30,,0,0,0,,,
2016-10-04,16:00,,14,20,,4,,
2016-10-04,16:30,,0,0,0,,,
2016-10-04,17:00,,11,20,,4,,
2016-10-04,17:30,,0,0,0,,,
2016-10-04,18:00,,16,30,,4,,
2016-10-04,18:30,,0,0,0,,,
2016-10-04,19:00,,16,32,,4,,
2016-10-04,19:30,,0,0,0,,,
2016-10-04,20:00,,12,25,,4,,
2016-10-04,20:30,,0,0,0,,,
2016-10-04,21:00,,14,25,,4,,
2016-10-04,21:30,,0,0,0,,,
2016-10-04,22:00,,3,18,,4,,
2016-10-04,22:30,,0,0,0,,,
2016-10-04,23:00,,3,17,,4,,
2016-10-04,23:30,,0,0,0,,,
2016-10-05,00:00,,1,11,,4,,
2016-10-05,00:30,,0,0,0,,,
2016-10-05,01:00,,1,4,,,,
2016-10-05,01:30,,0,0,0,,,
2016-10-05,02:00,,1,3,,,,
2016-10-05,02:30,,0,0,0,,,
2016-10-05,03:00,,1,7,,,,
2016-10-05,03:30,,0,0,0,,,
2016-10-05,04:00,,6,16,,,,
2016-10-05,04:30,,0,0,0,,,
2016-10-05,05:00,,23,31,,,,
2016-10-05,05:30,,0,0,0,,,
2016-10-05,06:00,,138,63,,,,
2016-10-05,06:30,,0,0,0,,,
2016-10-05,07:00,,207,76,,,,
2016-10-05,07:30,,0,0,0,,,
2016-10-05,08:00,,128,63,,,,
2016-10-05,08:30,,0,0,0,,,
2016-10-05,09:00,,54,39,,,,
2016-10-05,09:30,,0,0,0,,,
2016-10-05,10:00,,32,24,,,,
2016-10-05,10:30,,0,0,0,,,
2016-10-05,11:00,,22,21,,,,
2016-10-05,11:30,,0,0,0,,,
2016-10-05,12:00,,18,17,,,,
2016-10-05,12:30,,0,0,0,,,
2016-10-05,13:00,,22,17,,,,
2016-10-05,13:30,,0,0,0,,,
2016-10-05,14:00,,30,21,,,,
2016-10-05,14:30,,0,0,0,,,
2016-10-05,15:00,,23,23,,,,
2016-10-05,15:30,,0,0,0,,,
2016-10-05,16:00,,43,38,,,,
