Datum,Zeit,BEN,NO,NO2,O3,PM10_Pb,PM2.5,SO2
dd-mm-yy,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2016-09-16,06:30,,,,,,,0.0
2016-09-16,07:00,,9,50,6,,,
2016-09-16,07:30,,,,,,,0.0
2016-09-16,08:00,,12,50,23,,,
2016-09-16,08:30,,,,,,,0.0
2016-09-16,09:00,,3,31,50,,,
2016-09-16,09:30,,,,,,,0.0
2016-09-16,10:00,,7,38,52,,,
2016-09-16,10:30,,,,,,,0.0
2016-09-16,11:00,,4,28,80,,,
2016-09-16,11:30,,,,,,,0.0
2016-09-16,12:00,,1,20,100,,,
2016-09-16,12:30,,,,,,,0.0
2016-09-16,13:00,,1,21,107,,,
2016-09-16,13:30,,,,,,,0.0
2016-09-16,14:00,,1,22,114,,,
2016-09-16,14:30,,,,,,,0.0
2016-09-16,15:00,,1,18,128,,,
2016-09-16,15:30,,,,,,,0.0
2016-09-16,16:00,,1,16,134,,,
2016-09-16,16:30,,,,,,,0.0
2016-09-16,17:00,,1,15,137,,,
2016-09-16,17:30,,,,,,,0.0
2016-09-16,18:00,,1,20,119,,,
2016-09-16,18:30,,,,,,,0.0
2016-09-16,19:00,,1,26,72,,,
2016-09-16,19:30,,,,,,,0.0
2016-09-16,20:00,,1,28,59,,,
2016-09-16,20:30,,,,,,,0.0
2016-09-16,21:00,,1,29,54,,,
2016-09-16,21:30,,,,,,,0.0
2016-09-16,22:00,,1,19,57,,,
2016-09-16,22:30,,,,,,,0.0
2016-09-16,23:00,,1,13,63,,,
2016-09-16,23:30,,,,,,,0.0
2016-09-17,00:00,,1,12,60,,,
2016-09-17,00:30,,,,,,21.55,0.0
2016-09-17,01:00,,1,11,53,,,
2016-09-17,01:30,,,,,,,0.0
2016-09-17,02:00,,1,12,56,,,
2016-09-17,02:30,,,,,,,0.0
2016-09-17,03:00,,1,10,61,,,
2016-09-17,03:30,,,,,,,0.0
2016-09-17,04:00,,1,8,58,,,
2016-09-17,04:30,,,,,,,0.0
2016-09-17,05:00,,1,9,51,,,
2016-09-17,05:30,,,,,,,0.0
2016-09-17,06:00,,1,9,48,,,
2016-09-17,06:30,,,,,,,0.0
2016-09-17,07:00,,1,12,42,,,
2016-09-17,07:30,,,,,,,0.0
2016-09-17,08:00,,1,12,40,,,
2016-09-17,08:30,,,,,,,0.0
2016-09-17,09:00,,1,16,34,,,
2016-09-17,09:30,,,,,,,0.0
2016-09-17,10:00,,1,14,44,,,
2016-09-17,10:30,,,,,,,0.0
2016-09-17,11:00,,1,17,44,,,
2016-09-17,11:30,,,,,,,0.0
2016-09-17,12:00,,1,19,41,,,
2016-09-17,12:30,,,,,,,0.0
2016-09-17,13:00,,2,21,47,,,
2016-09-17,13:30,,,,,,,0.0
2016-09-17,14:00,,2,18,50,,,
2016-09-17,14:30,,,,,,,0.0
2016-09-17,15:00,,1,18,49,,,
2016-09-17,15:30,,,,,,,0.0
2016-09-17,16:00,,1,17,56,,,
2016-09-17,16:30,,,,,,,0.0
2016-09-17,17:00,,1,18,48,,,
2016-09-17,17:30,,,,,,,0.0
2016-09-17,18:00,,1,27,42,,,
2016-09-17,18:30,,,,,,,0.0
2016-09-17,19:00,,1,18,76,,,
2016-09-17,19:30,,,,,,,0.0
2016-09-17,20:00,,1,13,66,,,
2016-09-17,20:30,,,,,,,0.0
2016-09-17,21:00,,1,12,70,,,
2016-09-17,21:30,,,,,,,0.0
2016-09-17,22:00,,1,13,61,,,
2016-09-17,22:30,,,,,,,0.0
2016-09-17,23:00,,1,12,62,,,
2016-09-17,23:30,,,,,,,0.0
2016-09-18,00:00,,1,12,54,,,
2016-09-18,00:30,,,,,,13.39,0.0
2016-09-18,01:00,,1,10,54,,,
2016-09-18,01:30,,,,,,,0.0
2016-09-18,02:00,,1,12,48,,,
2016-09-18,02:30,,,,,,,0.0
2016-09-18,03:00,,1,9,50,,,
2016-09-18,03:30,,,,,,,0.0
2016-09-18,04:00,,1,6,56,,,
2016-09-18,04:30,,,,,,,0.0
2016-09-18,05:00,,1,6,59,,,
2016-09-18,05:30,,,,,,,0.0
2016-09-18,06:00,,1,9,40,,,
2016-09-18,06:30,,,,,,,0.0
2016-09-18,07:00,,1,12,35,,,
2016-09-18,07:30,,,,,,,0.0
2016-09-18,08:00,,1,14,32,,,
2016-09-18,08:30,,,,,,,0.0
2016-09-18,09:00,,1,17,28,,,
2016-09-18,09:30,,,,,,,0.0
2016-09-18,10:00,,3,19,26,,,
2016-09-18,10:30,,,,,,,0.0
2016-09-18,11:00,,3,19,25,,,
2016-09-18,11:30,,,,,,,0.0
2016-09-18,12:00,,3,20,26,,,
2016-09-18,12:30,,,,,,,0.0
2016-09-18,13:00,,3,18,26,,,
2016-09-18,13:30,,,,,,,0.0
2016-09-18,14:00,,3,16,26,,,
2016-09-18,14:30,,,,,,,0.0
2016-09-18,15:00,,3,16,27,,,
2016-09-18,15:30,,,,,,,0.0
2016-09-18,16:00,,2,17,24,,,
2016-09-18,16:30,,,,,,,0.0
2016-09-18,17:00,,3,18,22,,,
2016-09-18,17:30,,,,,,,0.0
2016-09-18,18:00,,2,14,24,,,
2016-09-18,18:30,,,,,,,0.0
2016-09-18,19:00,,1,15,21,,,
2016-09-18,19:30,,,,,,,0.0
2016-09-18,20:00,,1,15,20,,,
2016-09-18,20:30,,,,,,,0.0
2016-09-18,21:00,,1,13,22,,,
2016-09-18,21:30,,,,,,,0.0
2016-09-18,22:00,,1,12,23,,,
2016-09-18,22:30,,,,,,,0.0
2016-09-18,23:00,,1,10,24,,,
2016-09-18,23:30,,,,,,,0.0
2016-09-19,00:00,,1,8,24,,,
2016-09-19,00:30,,,,,,14.79,0.0
2016-09-19,01:00,,1,8,24,,,
2016-09-19,01:30,,,,,,,0.0
2016-09-19,02:00,,1,10,20,,,
2016-09-19,02:30,,,,,,,0.0
2016-09-19,03:00,,1,13,15,,,
2016-09-19,03:30,,,,,,,0.0
2016-09-19,04:00,,1,14,14,,,
2016-09-19,04:30,,,,,,,0.0
2016-09-19,05:00,,3,22,8,,,
2016-09-19,05:30,,,,,,,0.0
2016-09-19,06:00,,5,27,4,,,
2016-09-19,06:30,,,,,,,0.0
2016-09-19,07:00,,8,31,4,,,
2016-09-19,07:30,,,,,,,0.0
2016-09-19,08:00,,6,31,7,,,
2016-09-19,08:30,,,,,,,0.0
2016-09-19,09:00,,7,30,10,,,
2016-09-19,09:30,,,,,,,0.0
2016-09-19,10:30,,,,,,,0.0
2016-09-19,11:00,,7,24,14,,,
2016-09-19,11:30,,,,,,,0.0
2016-09-19,12:00,,4,17,33,,,
2016-09-19,12:30,,,,,,,0.0
2016-09-19,13:00,,4,13,46,,,
2016-09-19,13:30,,,,,,,0.0
2016-09-19,14:00,,2,13,47,,,
2016-09-19,14:30,,,,,,,0.0
2016-09-19,15:00,,2,11,55,,,
2016-09-19,15:30,,,,,,,0.0
2016-09-19,16:00,,1,12,57,,,
2016-09-19,16:30,,,,,,,0.0
2016-09-19,17:00,,1,16,52,,,
2016-09-19,17:30,,,,,,,0.0
2016-09-19,18:00,,1,23,39,,,
2016-09-19,18:30,,,,,,,0.0
2016-09-19,19:00,,2,41,15,,,
2016-09-19,19:30,,,,,,,0.0
2016-09-19,20:00,,6,44,7,,,
2016-09-19,20:30,,,,,,,0.0
2016-09-19,21:00,,1,24,15,,,
2016-09-19,21:30,,,,,,,0.0
2016-09-19,22:00,,6,31,6,,,
2016-09-19,22:30,,,,,,,0.0
2016-09-19,23:00,,5,30,1,,,
2016-09-19,23:30,,,,,,,0.0
2016-09-20,00:00,,3,23,1,,,
2016-09-20,00:30,,,,,,10.51,0.0
2016-09-20,01:00,,3,20,1,,,
2016-09-20,01:30,,,,,,,0.0
2016-09-20,02:00,,3,18,1,,,
2016-09-20,02:30,,,,,,,0.0
2016-09-20,03:00,,2,17,1,,,
2016-09-20,03:30,,,,,,,0.0
2016-09-20,04:00,,3,21,4,,,
2016-09-20,04:30,,,,,,,0.0
2016-09-20,05:00,,1,20,13,,,
2016-09-20,05:30,,,,,,,0.0
2016-09-20,06:00,,1,29,12,,,
2016-09-20,06:30,,,,,,,0.0
2016-09-20,07:00,,7,37,6,,,
2016-09-20,07:30,,,,,,,0.0
2016-09-20,08:00,,16,38,7,,,
2016-09-20,08:30,,,,,,,0.0
2016-09-20,09:00,,14,31,15,,,
2016-09-20,09:30,,,,,,,0.0
2016-09-20,10:00,,11,27,22,,,
2016-09-20,10:30,,,,,,,0.0
2016-09-20,11:00,,5,23,43,,,
2016-09-20,11:30,,,,,,,0.0
2016-09-20,12:00,,1,11,62,,,
2016-09-20,12:30,,,,,,,0.0
2016-09-20,13:00,,2,10,68,,,
2016-09-20,13:30,,,,,,,0.0
2016-09-20,14:00,,2,13,64,,,
2016-09-20,14:30,,,,,,,0.0
2016-09-20,15:00,,2,13,64,,,
2016-09-20,15:30,,,,,,,0.0
2016-09-20,16:00,,1,14,66,,,
2016-09-20,16:30,,,,,,,0.0
2016-09-20,17:00,,1,13,66,,,
2016-09-20,17:30,,,,,,,0.0
2016-09-20,18:00,,2,34,36,,,
2016-09-20,18:30,,,,,,,0.0
2016-09-20,19:00,,7,58,7,,,
2016-09-20,19:30,,,,,,,0.0
2016-09-20,20:00,,1,41,18,,,
2016-09-20,20:30,,,,,,,0.0
2016-09-20,21:00,,1,26,24,,,
2016-09-20,21:30,,,,,,,0.0
2016-09-20,22:00,,2,30,13,,,
2016-09-20,22:30,,,,,,,0.0
2016-09-20,23:00,,1,17,24,,,
2016-09-20,23:30,,,,,,,0.0
2016-09-21,00:00,,1,26,9,,,
2016-09-21,00:30,,,,,,9.46,0.0
2016-09-21,01:00,,1,18,17,,,
2016-09-21,01:30,,,,,,,0.0
2016-09-21,02:00,,1,20,19,,,
2016-09-21,02:30,,,,,,,0.0
2016-09-21,03:00,,1,18,17,,,
2016-09-21,03:30,,,,,,,0.0
2016-09-21,04:00,,2,22,10,,,
2016-09-21,04:30,,,,,,,0.0
2016-09-21,05:00,,2,23,10,,,
2016-09-21,05:30,,,,,,,0.0
2016-09-21,06:00,,6,32,6,,,
2016-09-21,06:30,,,,,,,0.0
2016-09-21,07:00,,3,37,16,,,
2016-09-21,07:30,,,,,,,0.0
2016-09-21,08:00,,6,43,16,,,
2016-09-21,08:30,,,,,,,0.0
2016-09-21,09:00,,4,26,29,,,
2016-09-21,09:30,,,,,,,0.0
2016-09-21,10:00,,6,27,28,,,
2016-09-21,10:30,,,,,,,0.0
2016-09-21,11:00,,6,21,33,,,
2016-09-21,11:30,,,,,,,0.0
2016-09-21,12:00,,6,19,38,,,
2016-09-21,12:30,,,,,,,0.0
2016-09-21,13:00,,3,16,50,,,
2016-09-21,13:30,,,,,,,0.0
2016-09-21,14:00,,3,18,54,,,
2016-09-21,14:30,,,,,,,0.0
2016-09-21,15:00,,1,15,60,,,
2016-09-21,15:30,,,,,,,0.0
2016-09-21,16:00,,1,14,62,,,
2016-09-21,16:30,,,,,,,0.0
2016-09-21,17:00,,1,15,61,,,
2016-09-21,17:30,,,,,,,0.0
2016-09-21,18:00,,1,24,48,,,
2016-09-21,18:30,,,,,,,0.0
2016-09-21,19:00,,1,40,25,,,
2016-09-21,19:30,,,,,,,0.0
2016-09-21,20:00,,2,49,13,,,
2016-09-21,20:30,,,,,,,0.0
2016-09-21,21:00,,1,28,26,,,
2016-09-21,21:30,,,,,,,0.0
2016-09-21,22:00,,1,24,21,,,
2016-09-21,22:30,,,,,,,0.0
2016-09-21,23:00,,1,23,12,,,
2016-09-21,23:30,,,,,,,0.0
2016-09-22,00:00,,1,19,8,,,
2016-09-22,00:30,,,,,,9.10,0.0
2016-09-22,01:00,,1,17,11,,,
2016-09-22,01:30,,,,,,,0.0
2016-09-22,02:00,,1,14,12,,,
2016-09-22,02:30,,,,,,,0.0
2016-09-22,03:00,,1,14,10,,,
2016-09-22,03:30,,,,,,,0.0
2016-09-22,04:00,,1,11,13,,,
2016-09-22,04:30,,,,,,,0.0
2016-09-22,05:00,,1,11,13,,,
2016-09-22,05:30,,,,,,,0.0
2016-09-22,06:00,,1,14,12,,,
2016-09-22,06:30,,,,,,,0.0
2016-09-22,07:00,,4,19,7,,,
2016-09-22,07:30,,,,,,,0.0
2016-09-22,08:00,,15,22,5,,,
2016-09-22,08:30,,,,,,,0.0
2016-09-22,09:00,,17,22,12,,,
2016-09-22,09:30,,,,,,,0.0
2016-09-22,10:00,,9,21,19,,,
2016-09-22,10:30,,,,,,,0.0
2016-09-22,11:00,,6,19,34,,,
2016-09-22,11:30,,,,,,,0.0
2016-09-22,12:00,,2,13,61,,,
2016-09-22,12:30,,,,,,,0.0
2016-09-22,13:00,,1,11,72,,,
2016-09-22,13:30,,,,,,,0.0
2016-09-22,14:00,,1,15,69,,,
2016-09-22,14:30,,,,,,,0.0
2016-09-22,15:00,,2,19,68,,,
2016-09-22,15:30,,,,,,,0.0
2016-09-22,16:00,,2,21,65,,,
2016-09-22,16:30,,,,,,,0.0
2016-09-22,17:00,,1,15,72,,,
2016-09-22,17:30,,,,,,,0.0
2016-09-22,18:00,,1,23,56,,,
2016-09-22,18:30,,,,,,,0.0
2016-09-22,19:00,,21,67,9,,,
2016-09-22,19:30,,,,,,,0.0
2016-09-22,20:00,,23,63,2,,,
2016-09-22,20:30,,,,,,,0.0
2016-09-22,21:00,,2,46,7,,,
2016-09-22,21:30,,,,,,,0.0
2016-09-22,22:00,,7,43,2,,,
2016-09-22,22:30,,,,,,,0.0
2016-09-22,23:00,,4,36,3,,,
2016-09-22,23:30,,,,,,,0.0
2016-09-23,00:00,,1,30,5,,,
2016-09-23,00:30,,,,,,12.79,0.0
2016-09-23,01:00,,1,22,8,,,
2016-09-23,01:30,,,,,,,0.0
2016-09-23,02:00,,1,20,7,,,
2016-09-23,02:30,,,,,,,0.0
2016-09-23,03:00,,1,16,8,,,
2016-09-23,03:30,,,,,,,0.0
2016-09-23,04:00,,1,16,8,,,
2016-09-23,04:30,,,,,,,0.0
2016-09-23,05:00,,1,17,5,,,
2016-09-23,05:30,,,,,,,0.0
2016-09-23,06:00,,5,19,1,,,
2016-09-23,06:30,,,,,,,0.0
2016-09-23,07:00,,17,23,1,,,
2016-09-23,07:30,,,,,,,0.0
2016-09-23,08:00,,29,24,2,,,
2016-09-23,08:30,,,,,,,0.0
2016-09-23,09:00,,24,24,3,,,
2016-09-23,09:30,,,,,,,0.0
2016-09-23,10:00,,19,24,8,,,
2016-09-23,10:30,,,,,,,0.0
2016-09-23,11:00,,13,23,18,,,
2016-09-23,11:30,,,,,,,0.0
2016-09-23,12:00,,9,31,27,,,
2016-09-23,12:30,,,,,,,0.0
2016-09-23,13:00,,5,28,54,,,
2016-09-23,13:30,,,,,,,0.0
2016-09-23,14:00,,1,13,87,,,
2016-09-23,14:30,,,,,,,0.0
2016-09-23,15:00,,1,13,92,,,
2016-09-23,15:30,,,,,,,0.0
2016-09-23,16:00,,1,13,96,,,
2016-09-23,16:30,,,,,,,0.0
2016-09-23,17:00,,1,17,89,,,
2016-09-23,17:30,,,,,,,0.0
2016-09-23,18:00,,1,24,79,,,
2016-09-23,18:30,,,,,,,0.0
2016-09-23,19:00,,1,39,51,,,
2016-09-23,19:30,,,,,,,0.0
2016-09-23,20:00,,1,31,51,,,
2016-09-23,20:30,,,,,,,0.0
2016-09-23,21:00,,1,40,36,,,
2016-09-23,21:30,,,,,,,0.0
2016-09-23,22:00,,3,62,5,,,
2016-09-23,22:30,,,,,,,0.0
2016-09-23,23:00,,10,57,2,,,
2016-09-23,23:30,,,,,,,0.0
2016-09-24,00:00,,5,44,4,,,
2016-09-24,00:30,,,,,,16.71,0.0
2016-09-24,01:00,,1,30,6,,,
2016-09-24,01:30,,,,,,,0.0
2016-09-24,02:00,,1,19,10,,,
2016-09-24,02:30,,,,,,,0.0
2016-09-24,03:00,,1,16,11,,,
2016-09-24,03:30,,,,,,,0.0
2016-09-24,04:00,,1,16,9,,,
2016-09-24,04:30,,,,,,,0.0
2016-09-24,05:00,,1,16,7,,,
2016-09-24,05:30,,,,,,,0.0
2016-09-24,06:00,,2,18,6,,,
2016-09-24,06:30,,,,,,,0.0
2016-09-24,07:00,,4,17,5,,,
2016-09-24,07:30,,,,,,,0.0
2016-09-24,08:00,,9,19,7,,,
2016-09-24,08:30,,,,,,,0.0
2016-09-24,09:00,,12,20,9,,,
2016-09-24,09:30,,,,,,,0.0
2016-09-24,10:00,,9,20,20,,,
2016-09-24,10:30,,,,,,,0.0
2016-09-24,11:00,,5,21,33,,,
2016-09-24,11:30,,,,,,,0.0
2016-09-24,12:00,,2,16,62,,,
2016-09-24,12:30,,,,,,,0.0
2016-09-24,13:00,,1,14,71,,,
2016-09-24,13:30,,,,,,,0.0
2016-09-24,14:00,,1,13,79,,,
2016-09-24,14:30,,,,,,,0.0
2016-09-24,15:00,,1,11,88,,,
2016-09-24,15:30,,,,,,,0.0
2016-09-24,16:00,,1,11,90,,,
2016-09-24,16:30,,,,,,,0.0
2016-09-24,17:00,,1,11,91,,,
2016-09-24,17:30,,,,,,,0.0
2016-09-24,18:00,,1,16,77,,,
2016-09-24,18:30,,,,,,,0.0
2016-09-24,19:00,,1,43,41,,,
2016-09-24,19:30,,,,,,,0.0
2016-09-24,20:00,,3,61,11,,,
2016-09-24,20:30,,,,,,,0.0
2016-09-24,21:00,,20,63,3,,,
2016-09-24,21:30,,,,,,,0.0
2016-09-24,22:00,,12,54,2,,,
2016-09-24,22:30,,,,,,,0.0
2016-09-24,23:00,,11,42,6,,,
2016-09-24,23:30,,,,,,,0.0
2016-09-25,00:00,,1,24,15,,,
2016-09-25,00:30,,,,,,13.52,0.0
2016-09-25,01:00,,1,23,11,,,
2016-09-25,01:30,,,,,,,0.0
2016-09-25,02:00,,1,16,15,,,
2016-09-25,02:30,,,,,,,0.0
2016-09-25,03:00,,1,15,12,,,
2016-09-25,03:30,,,,,,,0.0
2016-09-25,04:00,,1,13,15,,,
2016-09-25,04:30,,,,,,,0.0
2016-09-25,05:00,,1,10,18,,,
2016-09-25,05:30,,,,,,,0.0
2016-09-25,06:00,,1,9,18,,,
2016-09-25,06:30,,,,,,,0.0
2016-09-25,07:00,,1,9,22,,,
2016-09-25,07:30,,,,,,,0.0
2016-09-25,08:00,,1,9,27,,,
2016-09-25,08:30,,,,,,,0.0
2016-09-25,09:00,,1,11,36,,,
2016-09-25,09:30,,,,,,,0.0
2016-09-25,10:00,,2,15,40,,,
2016-09-25,10:30,,,,,,,0.0
2016-09-25,11:00,,2,14,50,,,
2016-09-25,11:30,,,,,,,0.0
2016-09-25,12:00,,1,10,71,,,
2016-09-25,12:30,,,,,,,0.0
2016-09-25,13:00,,1,8,92,,,
2016-09-25,13:30,,,,,,,0.0
2016-09-25,14:00,,1,6,106,,,
2016-09-25,14:30,,,,,,,0.0
2016-09-25,15:00,,1,7,110,,,
2016-09-25,15:30,,,,,,,0.0
2016-09-25,16:00,,1,10,105,,,
2016-09-25,16:30,,,,,,,0.0
2016-09-25,17:00,,1,13,102,,,
2016-09-25,17:30,,,,,,,0.0
2016-09-25,18:00,,1,23,82,,,
2016-09-25,18:30,,,,,,,0.0
2016-09-25,19:00,,1,43,53,,,
2016-09-25,19:30,,,,,,,0.0
2016-09-25,20:00,,1,38,45,,,
2016-09-25,20:30,,,,,,,0.0
2016-09-25,21:00,,1,37,37,,,
2016-09-25,21:30,,,,,,,0.0
2016-09-25,22:00,,1,25,43,,,
2016-09-25,22:30,,,,,,,0.0
2016-09-25,23:00,,1,18,46,,,
2016-09-25,23:30,,,,,,,0.0
2016-09-26,00:00,,1,17,38,,,
2016-09-26,00:30,,,,,,18.28,0.0
2016-09-26,01:00,,1,15,35,,,
2016-09-26,01:30,,,,,,,0.0
2016-09-26,02:00,,1,13,36,,,
2016-09-26,02:30,,,,,,,0.0
2016-09-26,03:00,,1,11,34,,,
2016-09-26,03:30,,,,,,,0.0
2016-09-26,04:00,,1,11,37,,,
2016-09-26,04:30,,,,,,,0.0
2016-09-26,05:00,,1,13,37,,,
2016-09-26,05:30,,,,,,,0.0
2016-09-26,06:00,,1,22,28,,,
2016-09-26,06:30,,,,,,,0.0
2016-09-26,07:00,,5,40,13,,,
2016-09-26,07:30,,,,,,,0.0
2016-09-26,08:00,,20,44,10,,,
2016-09-26,08:30,,,,,,,0.0
2016-09-26,09:00,,14,39,19,,,
2016-09-26,09:30,,,,,,,0.0
2016-09-26,10:00,,10,34,35,,,
2016-09-26,10:30,,,,,,,0.0
2016-09-26,11:00,,8,30,42,,,
2016-09-26,11:30,,,,,,,0.0
2016-09-26,12:00,,7,29,46,,,
2016-09-26,12:30,,,,,,,0.0
2016-09-26,13:00,,7,28,50,,,
2016-09-26,13:30,,,,,,,0.0
2016-09-26,14:00,,2,17,76,,,
2016-09-26,14:30,,,,,,,0.0
2016-09-26,15:00,,1,14,90,,,
2016-09-26,15:30,,,,,,,0.0
2016-09-26,16:00,,1,20,80,,,
2016-09-26,16:30,,,,,,,0.0
2016-09-26,17:00,,1,19,84,,,
2016-09-26,17:30,,,,,,,0.0
2016-09-26,18:00,,1,33,67,,,
2016-09-26,18:30,,,,,,,0.0
2016-09-26,19:00,,1,32,47,,,
2016-09-26,19:30,,,,,,,0.0
2016-09-26,20:00,,1,36,36,,,
2016-09-26,20:30,,,,,,,0.0
2016-09-26,21:00,,1,38,25,,,
2016-09-26,21:30,,,,,,,0.0
2016-09-26,22:00,,1,31,24,,,
2016-09-26,22:30,,,,,,,0.0
2016-09-26,23:00,,3,40,10,,,
2016-09-26,23:30,,,,,,,0.0
2016-09-27,00:00,,1,36,8,,,
2016-09-27,00:30,,,,,,19.45,0.0
2016-09-27,01:00,,1,26,12,,,
2016-09-27,01:30,,,,,,,0.0
2016-09-27,02:00,,1,21,10,,,
2016-09-27,02:30,,,,,,,0.0
2016-09-27,03:00,,1,18,10,,,
2016-09-27,03:30,,,,,,,0.0
2016-09-27,04:00,,1,19,7,,,
2016-09-27,04:30,,,,,,,0.0
2016-09-27,05:00,,2,20,4,,,
2016-09-27,05:30,,,,,,,0.0
2016-09-27,06:00,,10,23,1,,,
2016-09-27,06:30,,,,,,,0.0
2016-09-27,07:00,,25,24,1,,,
2016-09-27,07:30,,,,,,,0.0
2016-09-27,08:00,,40,24,1,,,
2016-09-27,08:30,,,,,,,0.0
2016-09-27,09:00,,34,24,3,,,
2016-09-27,09:30,,,,,,,0.0
2016-09-27,10:00,,32,27,6,,,
2016-09-27,10:30,,,,,,,0.0
2016-09-27,11:00,,24,31,13,,,
2016-09-27,11:30,,,,,,,0.0
2016-09-27,12:00,,19,42,22,,,
2016-09-27,12:30,,,,,,,0.0
2016-09-27,13:00,,6,29,55,,,
2016-09-27,13:30,,,,,,,0.0
2016-09-27,14:00,,4,20,85,,,
2016-09-27,14:30,,,,,,,0.0
2016-09-27,15:00,,1,16,96,,,
2016-09-27,15:30,,,,,,,0.0
2016-09-27,16:00,,1,16,96,,,
2016-09-27,16:30,,,,,,,0.0
2016-09-27,17:00,,1,22,85,,,
2016-09-27,17:30,,,,,,,0.0
2016-09-27,18:00,,1,41,55,,,
2016-09-27,18:30,,,,,,,0.0
2016-09-27,19:00,,1,75,18,,,
2016-09-27,19:30,,,,,,,0.0
2016-09-27,20:00,,2,63,19,,,
2016-09-27,20:30,,,,,,,0.0
2016-09-27,21:00,,27,73,2,,,
2016-09-27,21:30,,,,,,,0.0
2016-09-27,22:00,,23,57,5,,,
2016-09-27,22:30,,,,,,,0.0
2016-09-27,23:00,,1,36,13,,,
2016-09-27,23:30,,,,,,,0.0
2016-09-28,00:00,,1,25,19,,,
2016-09-28,00:30,,,,,,10.37,0.0
2016-09-28,01:00,,1,18,22,,,
2016-09-28,01:30,,,,,,,0.0
2016-09-28,02:00,,1,16,21,,,
2016-09-28,02:30,,,,,,,0.0
2016-09-28,03:00,,1,14,22,,,
2016-09-28,03:30,,,,,,,0.0
2016-09-28,04:00,,1,12,20,,,
2016-09-28,04:30,,,,,,,0.0
2016-09-28,05:00,,1,16,13,,,
2016-09-28,05:30,,,,,,,0.0
2016-09-28,06:00,,5,27,4,,,
2016-09-28,06:30,,,,,,,0.0
2016-09-28,07:00,,19,33,2,,,
2016-09-28,07:30,,,,,,,0.0
2016-09-28,08:00,,44,38,2,,,
2016-09-28,08:30,,,,,,,0.0
2016-09-28,09:00,,32,34,19,,,
2016-09-28,09:30,,,,,,,0.0
2016-09-28,10:00,,1,16,65,,,
2016-09-28,10:30,,,,,,,0.0
2016-09-28,11:00,,1,10,79,,,
2016-09-28,11:30,,,,,,,0.0
2016-09-28,12:00,,1,9,88,,,
2016-09-28,12:30,,,,,,,0.0
2016-09-28,13:00,,1,9,89,,,
2016-09-28,13:30,,,,,,,0.0
2016-09-28,14:00,,1,13,87,,,
2016-09-28,14:30,,,,,,,0.0
2016-09-28,15:00,,1,12,86,,,
2016-09-28,15:30,,,,,,,0.0
2016-09-28,16:00,,2,12,73,,,
2016-09-28,16:30,,,,,,,0.0
2016-09-28,17:00,,1,11,67,,,
2016-09-28,17:30,,,,,,,0.0
2016-09-28,18:00,,1,15,63,,,
2016-09-28,18:30,,,,,,,0.0
2016-09-28,19:00,,1,14,62,,,
2016-09-28,19:30,,,,,,,0.0
2016-09-28,20:00,,1,15,56,,,
2016-09-28,20:30,,,,,,,0.0
2016-09-28,21:00,,1,12,62,,,
2016-09-28,21:30,,,,,,,0.0
2016-09-28,22:00,,1,10,63,,,
2016-09-28,22:30,,,,,,,0.0
2016-09-28,23:00,,1,9,65,,,
2016-09-28,23:30,,,,,,,0.0
2016-09-29,00:00,,1,9,60,,,
2016-09-29,00:30,,,,,,5.44,0.0
2016-09-29,01:00,,1,8,55,,,
2016-09-29,01:30,,,,,,,0.0
2016-09-29,02:00,,1,9,49,,,
2016-09-29,02:30,,,,,,,0.0
2016-09-29,03:00,,1,11,48,,,
2016-09-29,03:30,,,,,,,0.0
2016-09-29,04:00,,1,9,48,,,
2016-09-29,04:30,,,,,,,0.0
2016-09-29,05:00,,1,21,32,,,
2016-09-29,05:30,,,,,,,0.0
2016-09-29,06:00,,14,48,7,,,
2016-09-29,06:30,,,,,,,0.0
2016-09-29,07:00,,10,49,8,,,
2016-09-29,07:30,,,,,,,0.0
2016-09-29,08:00,,21,51,8,,,
2016-09-29,08:30,,,,,,,0.0
2016-09-29,09:00,,13,40,16,,,
2016-09-29,09:30,,,,,,,0.0
2016-09-29,10:00,,2,18,44,,,
2016-09-29,10:30,,,,,,,0.0
2016-09-29,11:00,,2,15,57,,,
2016-09-29,11:30,,,,,,,0.0
2016-09-29,12:00,,1,11,71,,,
2016-09-29,12:30,,,,,,,0.0
2016-09-29,13:00,,1,9,80,,,
2016-09-29,13:30,,,,,,,0.0
2016-09-29,14:00,,1,9,82,,,
2016-09-29,14:30,,,,,,,0.0
2016-09-29,15:00,,1,9,87,,,
2016-09-29,15:30,,,,,,,0.0
2016-09-29,16:00,,1,12,84,,,
2016-09-29,16:30,,,,,,,0.0
2016-09-29,17:00,,1,12,85,,,
2016-09-29,17:30,,,,,,,0.0
2016-09-29,18:00,,1,20,71,,,
2016-09-29,18:30,,,,,,,0.0
2016-09-29,19:00,,1,37,54,,,
2016-09-29,19:30,,,,,,,0.0
2016-09-29,20:00,,1,33,53,,,
2016-09-29,20:30,,,,,,,0.0
2016-09-29,21:00,,1,55,26,,,
2016-09-29,21:30,,,,,,,0.0
2016-09-29,22:00,,3,43,32,,,
2016-09-29,22:30,,,,,,,0.0
2016-09-29,23:00,,1,23,66,,,
2016-09-29,23:30,,,,,,,0.0
2016-09-30,00:00,,1,9,83,,,
2016-09-30,00:30,,,,,,6.16,0.0
